Programa de financiación;Título;Ce.gestor;Funcional;Económico;Fondo;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2021/001148;ZONA VERDE AV. INGENIERO EMILIO HERRERA. REHABILITACIÓN CON ZONA INFANTIL;001150;17102;61920;;1.050.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;216;HORTALEZA
2021/001243;ZONA VERDE ENTORNO C/ TEJAR DE LA PASTORA Y C/ SIERRA ELVIRA. OBRAS DE ACONDICIONAMIENTO;001150;17102;61920;;1.200.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;213;PUENTE DE VALLECAS
2022/000210;ZONAS VERDES DEL DISTRITO SAN BLAS-CANILLEJAS. ACONDICIONAMIENTO DE PAQUES CANINOS;001150;17102;61921;;500.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;220;SAN BLAS - CANILLEJAS
2022/000211;ZONAS VERDES DEL DISTRITO DE VICÁLVARO. ACONDICIONAMIENTO DE PAQUES CANINOS;001150;17102;61921;;400.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;219;VICALVARO
2022/000212;ZONAS VERDES DEL DISTRITO DE CIUDAD LINEAL. ACONDICIONAMIENTO DE PAQUES CANINOS;001150;17102;61921;;400.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;215;CIUDAD LINEAL
2022/000520;ZONAS VERDES DE LA CIUDAD DE MADRID. REPOSICIÓN ÁRBOLES Y JARDINERAS;001150;17102;61922;;100.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;998;VARIOS DISTRITOS
2022/000553;PARQUE PINAR DEL REY. OBRAS DE REMODELACIÓN INTEGRAL;001150;17102;61920;;200.000,00;09;MEDIO AMBIENTE;00;PARQUES;216;HORTALEZA
2021/001008;RED DE RECARGA VEHÍCULOS ELÉCTRICOS ACCESO PÚBLICO DISTRITOS SURESTE. AMPLIACIÓN;001150;17211;62301;5;50.000,00;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;998;VARIOS DISTRITOS
2022/000176;PROTOTIPOS DE NATURALIZACIÓN DE ESPACIOS Y EQUIPAMIENTOS URBANOS. CUBIERTAS VERDES;001150;17211;60921;;72.600,00;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;998;VARIOS DISTRITOS
2021/001303;SERVICIO CONTROL AMBIENTAL. SISTEMA INTEGRAL VIGILANCIA CONTAMINACIÓN ACÚSTICA;001150;17212;62301;;1.022.172,00;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;998;VARIOS DISTRITOS
2003/001141;SUELO URBANIZABLE PROGRAMADO ENSANCHE DE BARAJAS 1.01;001160;15102;60901;;2.950,00;06;URBANISMO;02;urbanización suelo a través del sist.compensación;221;BARAJAS
2003/001151;AREA DE PLANEAMIENTO REMITIDO 09.03 BULEVAR ARROYO DE LOS PINOS;001160;15102;60901;;1.477,00;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;209;MONCLOA-ARAVACA
2004/001092;ÁREA DE PLANEAMIENTO REMITIDO EMILIO MUÑOZ 20.04;001160;15102;60901;;2.199,00;06;URBANISMO;02;urbanización suelo a través del sist.compensación;220;SAN BLAS - CANILLEJAS
2005/001476;DESARROLLO DEL ESTE EL CAÑAVERAL UZP 2.01. URBANIZACIÓN;001160;15102;60901;;104.000,00;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;219;VICALVARO
2006/000375;SISTEMAS DE COMPENSACIÓN. UZP 2-04 LOS BERROCALES;001160;15102;60901;;1.000.000,00;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;219;VICALVARO
2006/000377;SISTEMAS DE COMPENSACIÓN. PERI 14-06 SANTA LUISA INDUSTRIAL;001160;15102;60901;;11.000,00;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;218;VILLA DE VALLECAS
2009/000488;UZP 2.03 DESARROLLO DEL ESTE LOS AHIJONES. COMPENSACIÓN;001160;15102;60901;;2.499.772,00;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;219;VICALVARO
2010/000216;ÁREA DE PLANEAMIENTO REMITIDO 08.01 CALLE CANTALEJO. COMPENSACIÓN;001160;15102;60901;;92.728,00;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;208;FUENCARRAL-EL PARDO
2010/000393;SUELO URBANIZABLE PROGRAMADO 3.01 DESARROLLO DEL ESTE VALDECARROS;001160;15102;60901;;2.519.379,00;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;218;VILLA DE VALLECAS
2014/000198;JUNTA DE COMPENSACIÓN PLANETARIO MENESES. OBRAS DE URBANIZACIÓN;001160;15102;60901;;13.976,00;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;202;ARGANZUELA
2014/000431;DESARROLLO DEL ESTE-LOS CERROS. JUNTA DE COMPENSACIÓN;001160;15102;60901;;50.000,00;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;219;VICALVARO
2015/000464;CALLE LENGUAS ESTE. URBANIZACIÓN A TRAVÉS DEL SISTEMA DE COMPENSACIÓN;001160;15102;60901;;20.000,00;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;217;VILLAVERDE
2019/000154;APE 21.07/M IBERICA LINEAS AEREAS DE ESPAÑA. URBANIZACION;001160;15102;60901;;91.243,00;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;221;BARAJAS
2021/000276;ADQUISICIÓN SUELO PARQUE CUÑA VERDE DE MORATALAZ;001160;15102;60000;;200.000,00;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;214;MORATALAZ
2021/001249;ADQUISICIÓN SUELO PARA APERTURA VIARIO EN C/ FALCINELO C/V. MARÍA MARTÍNEZ;001160;15102;60000;;50.000,00;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;211;CARABANCHEL
2021/001419;ADQUISICIÓN SUELO PARQUE PLATA Y CASTAÑAR;001160;15102;60000;;200.000,00;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;217;VILLAVERDE
2022/000240;ADQUISICION SUELO PARA ZONAS VERDES Y VIARIO;001160;15102;60000;;804.000,00;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;998;VARIOS DISTRITOS
2022/000241;ADQUISICION SUELO PATRIMONIAL;001160;15102;68100;;804.724,00;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;998;VARIOS DISTRITOS
2022/000521;ADQUISICIÓN SUELO CALLE DE LEIRA,RICARDO SAN JUAN, DESAGÜE DEL CANAL Y OTRAS. BOSQUE METROPOLITANO;001160;15102;60000;;8.150.000,00;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;216;HORTALEZA
2022/000521;ADQUISICIÓN SUELO CALLE DE LEIRA,RICARDO SAN JUAN, DESAGÜE DEL CANAL Y OTRAS. BOSQUE METROPOLITANO;001160;15102;68100;;1.200.000,00;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;216;HORTALEZA
2022/000132;ADOPCIÓN DE MEDIDAS DE SEGURIDAD EN EDIFICIOS MUNICIPALES;001160;15103;63200;;648.887,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2021/001156;SERVICIOS PLANIFICACIÓN ESTRATÉGICA. PLATAFORMA DIGITAL PROYECTO BARRIOS PRODUCTORES;001160;15104;64100;;29.698,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000225;DERRIBOS EN ÁMBITOS DE EXPROPIACIÓN;001160;15105;60000;;584.092,00;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;998;VARIOS DISTRITOS
2022/000226;URBANIZACIÓN SUELO EN EL TÉRMINO MUNICIPAL DE MADRID;001160;15105;60904;;5.573.627,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;998;VARIOS DISTRITOS
2022/000227;DERRIBOS EN SUELO PATRIMONIAL;001160;15105;68100;;584.092,00;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;998;VARIOS DISTRITOS
2020/007076;ANILLO VERDE DE VILLAVERDE. EJECUCIÓN BOSQUE METROPOLITANO;001160;17213;60904;;4.000.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;217;VILLAVERDE
2021/000429;ZONA VERDE ANEXA A LOS COLEGIOS PÚBLICOS LUIS CERNUDA Y JUAN ZARAGÜETA.RENATURALIZACIÓN;001160;17213;60904;;270.790,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;216;HORTALEZA
2021/000430;ZONA VERDE ANEXA AL COLEGIO PÚBLICO EL QUIJOTE. ACTUACIONES DE RENATURALIZACIÓN;001160;17213;60904;;1.000.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;218;VILLA DE VALLECAS
2021/000431;ZONA VERDE ANEXA AL COLEGIO PÚBLICO WINSTON CHURCHILL. ACTUACIONES DE RENATURALIZACIÓN;001160;17213;60904;;188.192,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;219;VICALVARO
2021/000437;BORDE FORESTAL DE ORCASITAS. EJECUCIÓN DEL BOSQUE METROPOLITANO;001160;17213;60904;;1.449.901,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;212;USERA
2021/000439;CUÑA ARROYO DEL FRESNO. EJECUCIÓN DE BOSQUE METROPOLITANO;001160;17213;60904;;1.000.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;208;FUENCARRAL-EL PARDO
2021/000440;CUÑA NORTE DE O´DONELL. EJECUCIÓN DEL BOSQUE METROPOLITANO;001160;17213;60904;;309.290,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;215;CIUDAD LINEAL
2021/001398;ÁMBITO CAMINO DE LA MUÑOZA. EJECUCIÓN BOSQUE METROPOLITANO;001160;17213;60904;;112.613,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;221;BARAJAS
2021/001439;PARCELAS ENTORNO COLEGIO PÚBLICO FRANCISCO ARRANZ. RENATURALIZACIÓN Y ACONDICIONAMIENTO;001160;17213;60904;;2.072.332,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;210;LATINA
2021/001483;PARCELAS ÁMBITO VALDEGRULLA Y PARAJE VALDESENDERÍN. DESESCOMBRO Y RENATURALIZACIÓN;001160;17213;60904;;2.189.311,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;208;FUENCARRAL-EL PARDO
2022/000228;OTRAS ACTUACIONES DE RENATURALIZACIÓN PARCELAS DEL PATRIMONIO MUNICIPAL DEL SUELO;001160;17213;60904;;6.707.849,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;998;VARIOS DISTRITOS
2022/000451;OBRAS DE URBANIZACIÓN ESPACIOS INTERBLOQUE EN BARRIOS DE PROMOCIÓN PÚBLICA;001160;17213;60904;5;350.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;998;VARIOS DISTRITOS
2022/000469;OBRAS DE URBANIZACIÓN ESPACIOS INTERBLOQUE PLAN ESPECIAL ROGER DE FLOR;001160;17213;60904;5;304.071,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;211;CARABANCHEL
2022/000472;ECOCONECTOR RIBERA DEL SENA ENTRE EL BOSQUE DE LOS ABRAZOS PERDIDOS Y EL PARQUE JUAN CARLOS I;001160;17213;60904;;500.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;216;HORTALEZA
2022/000474;ÁMBITO DE LA CUÑA VERDE DE O´DONELL SUR. EJECUCIÓN DEL BOSQUE METROPOLITANO;001160;17213;60904;;2.000.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;214;MORATALAZ
2022/000510;OBRAS DE URBANIZACIÓN ESPACIOS INTERBLOQUE PLAN ESPECIAL COLONIA URPISA;001161;15324;61904;5;170.452,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;218;VILLA DE VALLECAS
2021/000166;ALMACÉN DE LA VILLA. MAQUINARIA;001170;92003;62301;;170.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000045;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS ÁREA DE GOBIERNO DE HACIENDA Y PERSONAL;001170;93100;62500;;10.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000045;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS ÁREA DE GOBIERNO DE HACIENDA Y PERSONAL;001170;93100;62599;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2020/000290;SERVICIOS DE INTERVENCIÓN GENERAL. APLICACIONES INFORMÁTICAS DE CONTROL FINANCIERO;001170;93102;64100;;144.510,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000037;SERVICIOS ÁREA FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL. INSTALACIONES TÉCNICAS;001180;23100;62301;;35.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000037;SERVICIOS ÁREA FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL. INSTALACIONES TÉCNICAS;001180;23100;63301;;150.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000038;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;62500;;20.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000038;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;62599;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000038;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;63500;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000039;SEÑALIZACIÓN EDIFICIOS ADCRITOS AL AREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;62901;;10.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2022/000039;SEÑALIZACIÓN EDIFICIOS ADCRITOS AL AREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;63901;;10.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2022/000141;EQUIPAMIENTO CENTROS DE FAMILIA E INFANCIA DE LA CIUDAD DE MADRID;001180;23102;62599;;100.500,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;998;VARIOS DISTRITOS
2022/000141;EQUIPAMIENTO CENTROS DE FAMILIA E INFANCIA DE LA CIUDAD DE MADRID;001180;23102;63599;;9.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;998;VARIOS DISTRITOS
2020/000181;EQUIPAMIENTO CENTROS DE DIA Y RESIDENCIAS DE MAYORES DE LA CIUDAD;001180;23103;63599;;69.517,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;998;VARIOS DISTRITOS
2021/000489;CENTRO DE MAYORES VALLEHERMOSO. MOBILIARIO Y ENSERES;001180;23103;62599;;40.173,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;207;CHAMBERI
2022/000100;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES. MOBILIARIO Y ENSERES;001180;23103;62599;;168.663,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;998;VARIOS DISTRITOS
2022/000476;EQUIPAMIENTO ESPACIOS DE IGUALDAD;001180;23104;62599;;50.010,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;04;ATENCIÓN SOCIAL A LA MUJER;998;VARIOS DISTRITOS
2022/000106;EQUIPAMIENTO CENTROS DE ATENCIÓN PERSONAS SIN HOGAR;001180;23107;62599;;12.874,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;998;VARIOS DISTRITOS
2022/000106;EQUIPAMIENTO CENTROS DE ATENCIÓN PERSONAS SIN HOGAR;001180;23107;63599;;129.119,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;998;VARIOS DISTRITOS
2021/000030;EQUIPAMIENTO ESCUELA INFANTIL PARQUE INGENIEROS EN EL DISTRITO DE VILLAVERDE;001180;32301;62599;5;35.917,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;217;VILLAVERDE
2021/000074;EQUIPAMIENTO ESCUELAS INFANTILES MUNICIPALES;001180;32301;62599;;97.453,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;998;VARIOS DISTRITOS
2022/000124;EQUIPAMIENTO ESCUELAS INFANTILES MUNICIPALES;001180;32301;63599;;48.150,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;998;VARIOS DISTRITOS
2022/000124;EQUIPAMIENTO ESCUELAS INFANTILES MUNICIPALES;001180;32301;62599;;532.757,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;998;VARIOS DISTRITOS
2022/000124;EQUIPAMIENTO ESCUELAS INFANTILES MUNICIPALES;001180;32301;62999;;50.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;998;VARIOS DISTRITOS
2022/000126;ESCUELAS INFANTILES MUNICIPALES. SEÑALIZACIÓN;001180;32301;62901;;3.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;998;VARIOS DISTRITOS
2022/000127;EQUIPAMIENTO RESIDENCIA INTERNADO SAN ILDEFONSO;001180;32301;62599;;2.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;201;CENTRO
2022/000127;EQUIPAMIENTO RESIDENCIA INTERNADO SAN ILDEFONSO;001180;32301;63599;;40.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;201;CENTRO
2022/000479;EQUIPAMIENTO ESCUELA INFANTIL C/ JOSEFA VALCÁRCEL, 21, DISTRITO SAN BLAS-CANILLEJAS;001180;32301;62599;5;360.547,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;220;SAN BLAS - CANILLEJAS
2022/000480;EQUIPAMIENTO ESCUELA INFANTIL VILLA DE VALLECAS, C/ EMBALSE DE NAVACERRADA;001180;32301;62599;5;405.338,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;218;VILLA DE VALLECAS
2022/000481;EQUIPAMIENTO ESCUELA INFANTIL EL CAÑAVERAL, DISTRITO DE VICÁLVARO;001180;32301;62599;5;405.338,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;219;VICALVARO
2022/000128;EQUIPAMIENTO ESCUELA DE CERÁMICA;001180;32601;63300;;3.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;209;MONCLOA-ARAVACA
2022/000129;EQUIPAMIENTO ESCUELA DE MÚSICA MUNICIPALES;001180;32601;62599;;73.150,00;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;998;VARIOS DISTRITOS
2022/000129;EQUIPAMIENTO ESCUELA DE MÚSICA MUNICIPALES;001180;32601;63599;;20.000,00;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;998;VARIOS DISTRITOS
2022/000130;EQUIPAMIENTO OTROS CENTROS DE ENSEÑANZA;001180;32601;62599;;11.700,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;998;VARIOS DISTRITOS
2022/000130;EQUIPAMIENTO OTROS CENTROS DE ENSEÑANZA;001180;32601;63599;;6.500,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;998;VARIOS DISTRITOS
2022/000130;EQUIPAMIENTO OTROS CENTROS DE ENSEÑANZA;001180;32601;62302;;500;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;998;VARIOS DISTRITOS
2022/000403;ESCUELA MUNICIPAL DE CERÁMICA. INSTALACIONES TÉCNICAS;001180;32601;62301;;6.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;209;MONCLOA-ARAVACA
2022/000108;EQUIPAMIENTO CENTROS JUVENILES;001180;33701;62599;;30.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;998;VARIOS DISTRITOS
2022/000482;EQUIPAMIENTO CENTRO JUVENIL ZOFÍO, C/ AVENA, 5;001180;33701;62302;5;1.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;212;USERA
2022/000482;EQUIPAMIENTO CENTRO JUVENIL ZOFÍO, C/ AVENA, 5;001180;33701;62599;5;237.500,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;212;USERA
2022/000483;CENTRO JUVENIL ZOFÍO, C/ AVENA, 5. SEÑALIZACIÓN;001180;33701;62901;5;1.500,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;212;USERA
2022/000134;SERVICIOS ADMINISTRATIVOS ÁREA OBRAS Y EQUIPAMIENTOS. MOBILIARIO Y EQUIPOS DE OFICINA;001190;15320;62500;;45.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000137;SERVICIOS ADMINISTRATIVOS ÁREA OBRAS Y EQUIPAMIENTOS. OTRO MOBILIARIO Y ENSERES;001190;15320;62599;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2016/000519;APR 13.01 SIERRA TOLEDANA. URBANIZACIÓN;001190;15321;68101;;773.393,00;06;URBANISMO;06;URBANIZACIÓN SUELO PATRIMONIAL;213;PUENTE DE VALLECAS
2018/008290;CALZADAS Y ACERAS EN EL DISTRITO DE CIUDAD LINEAL. OBRAS DE MEJORA (ID 18: 3139);001190;15321;61910;5;212.859,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;215;CIUDAD LINEAL
2018/008291;CALZADAS Y ACERAS EN EL DISTRITO SAN BLAS-CANILLEJAS. REHABILITACIÓN (ID 18: 793);001190;15321;61910;5;130.900,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;220;SAN BLAS - CANILLEJAS
2021/000279;ÁREA DE PLANEAMIENTO REMITIDO 06.02 Pº DIRECCIÓN. OBRAS DE URBANIZACIÓN;001190;15321;68101;;329.499,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;206;TETUAN
2021/000441;ÁREA DE REHABILITACIÓN PREFERENTE  21.01 VÍA GASOLINA NORTE. URBANIZACIÓN;001190;15321;60904;;350.198,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;221;BARAJAS
2021/000465;COLONIA LA FLORIDA Y CASA QUEMADA. ADECUACIÓN DE VIALES;001190;15321;61910;;1.536.667,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;209;MONCLOA-ARAVACA
2021/000466;POLÍGONOS INDUSTRIALES DE LA CIUDAD. OBRAS DE PAVIMENTACIÓN Y MEJORA;001190;15321;61910;;3.250.316,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2021/000469;RECINTOS FERIALES CASA CAMPO. ADECUACIÓN VIARIA;001190;15321;61910;;1.569.178,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;209;MONCLOA-ARAVACA
2021/000478;ADECUACIÓN DE VIALES Y MEJORA DE LA ACCESIBILIDAD EN LA CIUDAD DE MADRID (ID VARIOS);001190;15321;61910;;10.375.639,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2021/001429;"ZONA VERDE CALLE EDUARDO MINGUITO (ZV9) ""ESTACIONES DE VILLAVERDE"". OBRAS DE URBANIZACIÓN";001190;15321;68101;;265.532,00;06;URBANISMO;06;URBANIZACIÓN SUELO PATRIMONIAL;217;VILLAVERDE
2021/002013;CONEXIÓN BARRIOS DEL ESPINILLO Y SAN FERMÍN BAJO M-40. MEJORAS (ID 17: 4861);001190;15321;61910;5;28.155,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;217;VILLAVERDE
2021/002015;GLORIETA DEL EJERCITO. OBRAS DE REMODELACIÓN (ID 18: 1132);001190;15321;61910;5;57.762,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;211;CARABANCHEL
2021/002017;ACERAS Y CALZADAS BARRIO DE ORCASITAS. REHABILITACIÓN (ID 18: 1480);001190;15321;61910;5;24.978,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;212;USERA
2021/002018;VARIAS CALLES DEL DISTRITO DE SAN BLAS-CANILLEJAS. ADECUACIÓN Y MEJORA DE ACERAS (ID 19: 11408);001190;15321;61910;5;355.484,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;220;SAN BLAS - CANILLEJAS
2021/002019;PASO DE PEATONES Y BICICLETAS EN LA ROTONDA DR. GARCÍA TAPIA CON M-40. OBRAS DE MEJORA (ID 18: 554);001190;15321;61910;5;6.602,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;214;MORATALAZ
