Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real
;;001;215;34201;60999;2019/009236;2019/009236;ZONA DEPORTIVA ENTRE C/GANDHI Y LARGO CABALLERO. CONSTRUCCIÓN (ID 19: 10088);215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;29000,00;0,00;29000,00;29000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;215;34201;62300;2021/000202;2021/000202;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO CIUDAD LINEAL;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;5000,00;0,00;5000,00;5000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;215;34201;62500;2021/000202;2021/000202;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO CIUDAD LINEAL;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;5000,00;0,00;5000,00;5000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;215;34201;62599;2021/000202;2021/000202;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO CIUDAD LINEAL;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;5000,00;0,00;5000,00;5000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;215;34201;63200;2021/000623;2021/000623;OBRAS DE MEJORA Y ACONDICIONAMIENTO INSTALACIONES DEPORTIVAS DISTRITO DE CIUDAD LINEAL;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;833000,00;833000,00;833000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;215;92001;62500;2021/000208;2021/000208;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE CIUDAD LINEAL;215;CIUDAD LINEAL;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;5000,00;-179,32;4820,68;4820,68;0,00;0,00;0,00;0,00;0,00;0,00
;;001;215;92001;62599;2021/000208;2021/000208;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE CIUDAD LINEAL;215;CIUDAD LINEAL;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;3000,00;0,00;3000,00;3000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;215;93302;62599;2021/001168;2021/001168;DIVERSOS EDIFICIOS DEL DISTRITO DE CIUDAD LINEAL.ADQUISICIÓN MEDIDORES DE CO2 (DIÓXIDO DE CARBONO);215;CIUDAD LINEAL;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;18150,00;18150,00;18150,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;215;93302;63200;2021/000211;2021/000211;OBRAS DE REFORMA EN EDIFICIOS DEL DISTRITO CIUDAD LINEAL;215;CIUDAD LINEAL;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;146630,00;0,00;146630,00;146630,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;215;93302;63200;2021/000624;2021/000624;OBRAS DE MEJORA Y ACONDICIONAMIENTO EDIFICIOS DISTRITO DE CIUDAD LINEAL;215;CIUDAD LINEAL;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;299000,00;299000,00;299000,00;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;15322;61910;2020/000847;2020/000847;PASO ELEVADO PEATONES AVENIDA DE LAS PICEAS E INTERSECCIÓN CALLE DE LA MITRA. ADECUACIÓN;216;HORTALEZA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;31552,52;31552,52;31219,90;0,00;332,62;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;15322;61910;2021/001046;2021/001046;BARRIOS APÓSTOL SANTIAGO Y VALDEFUENTES.ACONDICIONAMIENTO Y ACCESIBILIDAD VÍAS Y ESPACIOS PÚBLICOS;216;HORTALEZA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;252000,00;252000,00;252000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;15322;61910;2021/001047;2021/001047;BARRIOS PALOMAS Y PIOVERA. ACONDICIONAMIENTO Y ACCESIBILIDAD EN VÍAS Y ESPACIOS PÚBLICOS;216;HORTALEZA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;252000,00;252000,00;252000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;15322;62200;2018/008027;2018/008027;AREAS DE COMPOSTAJE COMUNITARIO DISTRITO DE HORTALEZA. CONSTRUCCIÓN (ID: 1037);216;HORTALEZA;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;9963,01;9963,01;9963,01;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;17102;61921;2020/000576;2020/000576;PARQUE HUERTA DE LA SALUD. ACTUACIONES DE MEJORA DE LA ACCESIBILIDAD;216;HORTALEZA;09;MEDIO AMBIENTE;00;PARQUES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;6961,37;6961,37;6628,75;0,00;332,62;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;23103;62599;2020/000468;2020/010468;CENTRO DE MAYORES NUESTRA SEÑORA DEL CARMEN. ELECTRODOMÉSTICOS Y EQUIPO DE HOSTELERÍA;216;HORTALEZA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;17968,50;17968,50;0,00;0,00;17968,50;17968,50;17363,50;0,00;0,00
;;001;216;32301;63200;2020/000277;2020/010277;COLEGIO PÚBLICO GARCILASO DE LA VEGA.OBRAS DE MEJORA,REORDENACIÓN DE ESPACIOS Y SEGURIDAD;216;HORTALEZA;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;4891,23;4891,23;0,00;0,00;4891,23;4891,23;4866,51;0,00;4866,51
;;001;216;32301;63200;2020/000277;2020/020277;COLEGIO PÚBLICO RAMÓN PÉREZ DE AYALA. OBRAS IMPERMEABILIZACIÓN Y ADECUACIÓN ASCENSOR;216;HORTALEZA;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;117,18;117,18;0,00;0,00;117,18;117,18;117,18;0,00;117,18
;;001;216;32301;63200;2020/000277;2020/030277;ESCUELA INFANTIL DOÑA FRANCISQUITA. ADECUACIÓN SISTEMA CALEFACCIÓN;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;4791,14;4791,14;0,00;0,00;4791,14;4791,14;4756,23;0,00;4756,23
;;001;216;32301;63200;2021/000305;2021/000305;OBRAS DE REFORMA CENTROS DOCENTES DE ENSEÑANZA DISTRITO HORTALEZA;216;HORTALEZA;05;EDUCACIÓN;00;COLEGIOS;;;;;;;95321,00;-9799,55;85521,45;85521,45;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;32301;63200;2019/004032;2019/004032;CENTRO EDUCACIÓN ESPECIAL PRINCESA SOFÍA. MEJORAS PATIOS, ALBAÑILERÍA Y OTRAS;216;HORTALEZA;05;EDUCACIÓN;02;CENTROS DE EDUCACIÓN ESPECIAL;;;;;;;0,00;169,64;169,64;0,00;0,00;169,64;169,64;169,64;0,00;169,64
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;32301;63200;2019/004036;2019/004036;COLEGIO PÚBLICO ESPERANZA II. ADECUACIÓN SALA PSICOMOTRICIDAD, CERRAJERÍA Y OTRAS;216;HORTALEZA;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;169,63;169,63;0,00;0,00;169,63;169,63;169,63;0,00;169,63
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;32301;63200;2020/000277;2020/010277;COLEGIO PÚBLICO GARCILASO DE LA VEGA.OBRAS DE MEJORA,REORDENACIÓN DE ESPACIOS Y SEGURIDAD;216;HORTALEZA;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;29386,94;29386,94;0,00;0,00;29386,94;29386,94;29124,60;0,00;29124,60
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;32301;63200;2020/000277;2020/020277;COLEGIO PÚBLICO RAMÓN PÉREZ DE AYALA. OBRAS IMPERMEABILIZACIÓN Y ADECUACIÓN ASCENSOR;216;HORTALEZA;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;117,18;117,18;0,00;0,00;117,18;117,18;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;32301;63200;2020/000277;2020/030277;ESCUELA INFANTIL DOÑA FRANCISQUITA. ADECUACIÓN SISTEMA CALEFACCIÓN;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;59243,79;59243,79;0,00;0,00;59243,79;59243,79;58855,03;0,00;58855,03
4;SC Y CE FINANC. CON RTG;001;216;32301;63200;2021/000568;2021/000568;OBRAS DE MEJORA Y ACONDICIONAMIENTO CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE HORTALEZA;216;HORTALEZA;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;1258000,00;1258000,00;1258000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;32301;63200;2021/002048;2021/002048;COLEGIO PÚBLICO ALFREDO DI STEFANO. ADAPTACIÓN PÉRGOLAS DE SOMBRA (ID 20: 13223);216;HORTALEZA;05;EDUCACIÓN;00;COLEGIOS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;90000,00;90000,00;90000,00;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;33401;62301;2020/000582;2020/000582;CENTROS CULTURALES FEDERICO CHUECA Y HORTALEZA.INSTALACIONES DE ILUMINACIÓN, SONIDO Y PROYECCIÓN;216;HORTALEZA;10;CULTURA;03;CENTROS CULTURALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;18004,80;18004,80;0,00;0,00;18004,80;18004,80;18004,80;0,00;18004,80
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;216;33401;62301;2021/001102;2021/001102;CENTRO CULTURAL CARRIL DEL CONDE, FEDERICO CHUECA Y HORTALEZA. INSTALACIONES TÉCNICAS;216;HORTALEZA;10;CULTURA;03;CENTROS CULTURALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;70000,00;70000,00;70000,00;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;33401;63599;2020/000907;2020/000907;EQUIPAMIENTO CENTRO CULTURAL FEDERICO CHUECA;216;HORTALEZA;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;17932,20;17932,20;0,00;0,00;17932,20;17932,20;17932,20;0,00;17932,20
4;SC Y CE FINANC. CON RTG;001;216;34201;61999;2021/000569;2021/000569;OBRAS DE MEJORA Y ACONDICIONAMIENTO INSTALACIONES DEPORTIVAS DISTRITO DE HORTALEZA;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;375000,00;375000,00;375000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;216;34201;63200;2020/000283;2020/020283;DEPORTIVO BÁSICO CARRIL DEL CONDE. ADECUACIÓN PAVIMENTACIÓN, VALLADO Y OTROS;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;24902,51;24902,51;0,00;0,00;24902,51;24902,51;24678,90;0,00;24483,83
;;001;216;34201;63200;2020/000745;2020/000745;DEPORTIVO BÁSICO BARRIO EL QUEROL. ACONDICIONAMIENTO, TRASLADO E INSTALACIÓN CASETAS VESTUARIOS;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;30379,31;30379,31;30000,00;0,00;379,31;379,31;0,00;0,00;0,00
;;001;216;34201;63200;2021/000320;2021/000320;OBRAS DE REFORMA EN INSTALACIONES DEPORTIVAS DISTRITO HORTALEZA;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;42115,00;-25281,82;16833,18;16833,18;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;34201;63200;2019/004065;2019/004065;CENTRO DEPORTIVO HORTALEZA. ACONDICIONAMIENTO VALLADO PERIMETRAL;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;338,72;338,72;0,00;0,00;338,72;338,72;338,72;0,00;338,72
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;34201;63200;2019/004067;2019/004067;CENTRO DEPORTIVO HORTALEZA. ACONDICIONAMIENTO INSTALACIÓN ELÉCTRICA;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;277,28;277,28;0,00;0,00;277,28;277,28;277,28;0,00;277,28
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;34201;63200;2019/004068;2019/004068;CENTRO DEPORTIVO LUIS ARAGONÉS. ACONDICIONAMIENTO INSTALACIÓN ELÉCTRICA;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;277,28;277,28;0,00;0,00;277,28;277,28;277,28;0,00;277,28
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;34201;63200;2019/004272;2019/004272;DEPORTIVO BÁSICO BARRIO EL QUEROL. ACONDICIONAMIENTO DEL TERRENO DE JUEGO;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;169,64;169,64;0,00;0,00;169,64;169,64;169,64;0,00;169,64
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;34201;63200;2020/000283;2020/010283;CENTRO DEPORTIVO LUIS ARAGONÉS. ILUMINACIÓN ROCÓDROMO Y DRENAJE DE SU ENTORNO;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;134,38;134,38;0,00;0,00;134,38;134,38;134,38;0,00;134,38
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;34201;63200;2020/000283;2020/020283;DEPORTIVO BÁSICO CARRIL DEL CONDE. ADECUACIÓN PAVIMENTACIÓN, VALLADO Y OTROS;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;15568,89;15568,89;0,00;0,00;15568,89;15568,89;15476,77;0,00;15476,77
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;34201;63200;2020/000745;2020/000745;DEPORTIVO BÁSICO BARRIO EL QUEROL. ACONDICIONAMIENTO, TRASLADO E INSTALACIÓN CASETAS VESTUARIOS;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;92,12;92,12;0,00;0,00;92,12;92,12;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;34201;63200;2021/000569;2021/000569;OBRAS DE MEJORA Y ACONDICIONAMIENTO INSTALACIONES DEPORTIVAS DISTRITO DE HORTALEZA;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;425000,00;425000,00;425000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;34201;63200;2021/001048;2021/001048;DEPORTIVOS BÁSICOS DEL DISTRITO DE HORTALEZA. ADAPTACIÓN A NORMATIVA ELÉCTRICA;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;40000,00;40000,00;40000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;216;93302;63200;2019/004056;2019/004056;CENTRO DE MAYORES LA MERCED. MEJORA INSTALACIONES, REFORMA ASEOS Y OTRAS;216;HORTALEZA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;691,00;0,00;691,00;139,51;0,00;551,49;551,49;55,15;0,00;55,15
;;001;216;93302;63200;2020/000285;2020/020285;CENTRO CULTURAL HORTALEZA. OBRAS DE CONSERVACIÓN Y MEJORA;216;HORTALEZA;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;124,59;124,59;0,00;0,00;124,59;124,59;124,59;0,00;0,00
;;001;216;93302;63200;2020/000285;2020/030285;EDIFICIO SEDE DISTRITO HORTALEZA. ADECUACIÓN ESPACIOS Y ACONDICIONAMIENTO EXTERIOR;216;HORTALEZA;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;0,00;124,59;124,59;0,00;0,00;124,59;124,59;124,59;0,00;0,00
;;001;216;93302;63200;2021/000319;2021/000319;OBRAS DE REFORMA EN EDIFICIOS DEL DISTRITO DE HORTALEZA;216;HORTALEZA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;42115,00;-249,18;41865,82;41865,82;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;93302;63200;2019/004056;2019/004056;CENTRO DE MAYORES LA MERCED. MEJORA INSTALACIONES, REFORMA ASEOS Y OTRAS;216;HORTALEZA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;302,84;302,84;0,00;0,00;302,84;302,84;247,14;0,00;247,14
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;216;93302;63200;2020/000285;2020/010285;CENTRO INTEGRADO SANTIAGO APOSTOL. ADAPTACIÓN Y MEJORA DE ESPACIOS;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;04;CENTROS POLIVALENTES;;;;;;;0,00;390,18;390,18;0,00;0,00;390,18;390,18;141,00;0,00;141,00
4;SC Y CE FINANC. CON RTG;001;216;93302;63200;2018/001097;2018/001097;CENTRO INTEGRADO SANTIAGO APOSTOL. OBRAS DE ACONDICIONAMIENTO;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;04;CENTROS POLIVALENTES;;;;;;;0,00;126728,29;126728,29;126728,29;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;216;93302;63200;2021/000571;2021/000571;OBRAS DE MEJORA Y ACONDICIONAMIENTO EDIFICIOS DEL DISTRITO DE HORTALEZA;216;HORTALEZA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;810000,00;810000,00;810000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;15322;61910;2020/000355;2020/000355;ZONAS INTERBLOQUES Y VIALES COLONIA DE LA RENFE. ACONDICIONAMIENTO;217;VILLAVERDE;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;102000,00;102000,00;102000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;15322;61910;2020/000356;2020/000356;PASEO DE LAS MORERAS. MEJORA ACCESIBILIDAD;217;VILLAVERDE;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;350000,00;350000,00;350000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;15322;61910;2020/000355;2020/000355;ZONAS INTERBLOQUES Y VIALES COLONIA DE LA RENFE. ACONDICIONAMIENTO;217;VILLAVERDE;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;100000,00;0,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;17102;60913;2021/000365;2021/000365;ZONA VERDE C/ SAN JENARO, DISTRITO VILLAVERDE. CREACIÓN DE PARQUE INFANTIL;217;VILLAVERDE;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;100000,00;0,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;17102;60913;2021/001029;2021/001029;ZONA VERDE C/ AGUSTÓBRIGA, DISTRITO VILLAVERDE. CREACIÓN ZONA INFANTIL INCLUSIVA;217;VILLAVERDE;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;95395,00;95395,00;95395,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;217;32301;63200;2021/001205;2021/001205;ESCUELA INFANTIL LA LUNA. OBRAS DE MEJORA Y ACONDICIONAMIENTO;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;106000,00;106000,00;106000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;32301;63200;2021/000592;2021/000592;OBRAS DE MEJORA Y ACONDICIONAMIENTO COLEGIOS PÚBLICOS DISTRITO DE VILLAVERDE;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;735000,00;735000,00;735000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;217;34201;60999;2018/008029;2018/008029;DEPORTIVO BÁSICO ÁMBITO APE 17.02 PARQUE CENTRAL DE INGENIEROS. CONSTRUCCIÓN (ID 18: 1040);217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;15200,00;0,00;15200,00;0,00;0,00;15200,00;15200,00;15199,81;0,00;14308,09
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;34201;60999;2021/000526;2021/000526;PISTA DE PUMPTRACK EN PARQUE LINEAL DEL MANZANARES. CONSTRUCCIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;15000,00;15000,00;15000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;217;34201;63200;2021/000576;2021/000576;DEPORTIVOS BÁSICOS DISTRITO VILLAVERDE. MEJORA INSTALACIÓN ELÉCTRICA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;33922,82;33922,82;33922,82;0,00;0,00;0,00;0,00;0,00;0,00
;;001;217;34201;63200;2021/000576;2021/010576;DEPORTIVO BÁSICO VILLALONSO. MEJORA INSTALACIÓN ELÉCTRICA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;20421,62;20421,62;0,00;0,00;20421,62;20421,62;0,00;0,00;0,00
;;001;217;34201;63200;2021/000576;2021/020576;DEPORTIVO BÁSICO PARQUE SAN LUCIANO. MEJORA INSTALACIÓN ELÉCTRICA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;34929,48;34929,48;0,00;0,00;34929,48;34929,48;0,00;0,00;0,00
;;001;217;34201;63200;2021/000576;2021/040576;DEPORTIVO BÁSICO EL CRUCE. MEJORA INSTALACIÓN ELÉCTRICA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;44409,11;44409,11;0,00;0,00;44409,11;44409,11;0,00;0,00;0,00
;;001;217;34201;63200;2021/000576;2021/050576;DEPORTIVO BÁSICO COLONIA SAN CRISTOBAL DE LOS ÁNGELES. MEJORA INSTALACIÓN ELÉCTRICA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;20816,97;20816,97;0,00;0,00;20816,97;20816,97;0,00;0,00;0,00
;;001;217;34201;63200;2021/001206;2021/001206;CENTRO DEPORTIVO PLATA Y CASTAÑAR. MEJORA PAVIMENTACIÓN PISTAS EXTERIORES Y OTRAS;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;230000,00;230000,00;230000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;34201;63200;2021/001105;2021/001105;DEPORTIVO BÁSICO EL ESPINILLO II. RENOVACIÓN CÉSPED CAMPO DE FÚTBOL;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;90000,00;90000,00;90000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;217;34201;63200;2021/000364;2021/000364;DEPORTIVO BÁSICO DISTRITO VILLAVERDE. ADECUACIÓN PARQUE FREESTYLE;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;25000,00;0,00;25000,00;3,75;0,00;24996,25;24996,25;0,00;0,00;0,00
