CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado
001220;23103;01;13;MUJERES BENEFICIARIAS AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;8
001220;23103;01;12;HOMBRES BENEFICIARIOS AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;5
001220;23103;01;11;MUJERES MAYORES ATENDIDAS POR EL SERVICIO DE TELEASISTENCIA;NÚMERO;5300
001220;23103;01;10;HOMBRES MAYORES ATENDIDOS POR EL SERVICIO DE TELEASISTENCIA;NÚMERO;2300
001220;23103;01;09;MUJERES MAYORES ATENDIDAS POR EL SERVICIO LAVANDERÍA A DOMICILIO;NÚMERO;3
001220;23103;01;08;HOMBRES MAYORES ATENDIDOS POR EL SERVICIO LAVANDERÍA A DOMICILIO;NÚMERO;3
001220;23103;01;07;MUJERES MAYORES ATENDIDAS POR EL SERVICIO DE COMIDA A DOMICILIO;NÚMERO;50
001220;23103;01;06;HOMBRES MAYORES ATENDIDOS POR EL SERVICIO DE COMIDA A DOMICILIO;NÚMERO;60
001220;23103;01;05;HORAS MENSUALES AYUDA DOMICILIO PARA MAYORES POR DOMICILIO;HORAS;25
001220;23103;01;04;SOLIC. PREST. SERVICIO AYUDA A DOMICILIO PARA PERSONAS MAYORES;NÚMERO;1000
001220;23103;01;03;ÍNDICE DE ATENCIÓN DOMICILIARIA A MAYORES DE 80 AÑOS;PORCENTAJE;52
001220;23103;01;02;MUJERES MAYORES USUARIAS DEL SERVICIO DE AYUDA A DOMICILIO;NÚMERO;3200
001220;23103;01;01;HOMBRES MAYORES USUARIOS DEL SERVICIO DE AYUDA A DOMICILIO;NÚMERO;800
001220;23103;01;19;MUJERES MAYORES EN SITUACIÓN DE VULNERABILIDAD;NÚMERO;10
001220;23103;02;21;MUJERES PARTICIPANTES EN ACTIVIDADES INTERGENERACIONALES;NÚMERO;150
001220;23103;02;20;HOMBRES PARTICIPANTES EN ACTIVIDADES INTERGENERACIONALES;NÚMERO;100
001220;23103;02;19;ACTIVIDADES QUE PROMUEVEN LA IGUALDAD DE GÉNERO REALIZADAS;NÚMERO;10
001220;23103;02;18;ACTIVIDADES INTERGENERACIONALES REALIZADAS;NÚMERO;4
001220;23103;02;17;MUJERES PARTICIPANTES EN LOS GRUPOS DE FISIOTERAPIA PREVENTIVA;NÚMERO;100
001220;23103;02;16;HOMBRES PARTICIPANTES EN LOS GRUPOS DE FISIOTERAPIA PREVENTIVA;NÚMERO;30
001220;23103;02;15;MUJERES PARTICIPANTES EN LOS GRUPOS DE TERAPIA OCUPACIONAL;NÚMERO;140
001220;23103;02;14;HOMBRES PARTICIPANTES EN LOS GRUPOS DE TERAPIA OCUPACIONAL;NÚMERO;50
001220;23103;02;13;MUJERES PARTICIPANTES EN LAS ACTIVIDADES SOCIOCULTURALES;NÚMERO;1200
001220;23103;02;12;HOMBRES PARTICIPANTES EN LAS ACTIVIDADES SOCIOCULTURALES;NÚMERO;1125
001220;23103;02;11;ACTIVIDADES SOCIOCULTURALES REALIZADAS;NÚMERO;150
001220;23103;02;01;CENTROS DE MAYORES DEL DISTRITO;NÚMERO;5
001220;23103;02;02;HOMBRES SOCIOS DE LOS CENTROS DE MAYORES;NÚMERO;6000
001220;23103;02;03;MUJERES SOCIAS DE LOS CENTROS DE MAYORES;NÚMERO;8500
001220;23103;02;04;GRADO DE UTILIZACIÓN DE LOS CENTROS DE MAYORES;PORCENTAJE;61
001220;23103;02;05;Nº DE TALLERES IMPARTIDOS;NÚMERO;165
001220;23103;02;10;MUJERES BENEFICIARIAS DE AYUDAS PARA COMEDOR EN CENTROS MAYORES;NÚMERO;2
001220;23103;02;09;HOMBRES BENEFICIARIOS DE AYUDAS PARA COMEDOR EN CENTROS MAYORES;NÚMERO;2
001220;23103;02;08;VOLUNTARIAS DE LOS CENTROS DE MAYORES;NÚMERO;60
001220;23103;02;06;PLAZAS OFERTADAS PARA TALLERES;NÚMERO;2900
001220;23103;02;07;VOLUNTARIOS DE LOS CENTROS DE MAYORES;NÚMERO;40
001220;23103;03;05;MUJERES USUARIAS DEL PROGRAMA 'RESPIRO FAMILIAR' LOS FINES DE SEMANA;NÚMERO;37
001220;23103;03;06;HOMBRES BENEFICIARIOS DE PLAZAS DE ESTANCIA TEMPORAL DE RESIDENCIA DE MAYORES;NÚMERO;10
001220;23103;03;07;MUJERES BENEFICIARIAS DE ESTANCIA TEMPORAL DE RESIDENCIA DE MAYORES;NÚMERO;12
001220;23103;03;04;HOMBRES USUARIOS DEL PROGRAMA 'RESPIRO FAMILIAR' LOS FINES DE SEMANA;NÚMERO;4
001220;23103;03;03;SESIONES GRUPALES DE LOS GRUPOS 'CUIDANDO AL CUIDADOR';HORAS;43
001220;23103;03;02;MUJERES PARTICIPANTES DE LOS GRUPOS 'CUIDANDO AL CUIDADOR';NÚMERO;15
001220;23103;03;01;HOMBRES PARTICIPANTES DE LOS GRUPOS 'CUIDANDO AL CUIDADOR';NÚMERO;10
001220;23103;04;01;PLAZAS OFERTADAS EN CENTROS DE DIA ALZHEIMER O DETERIORO COGNITIVO;NÚMERO;250
001220;23103;04;02;PLAZAS OFERTADAS EN CENTROS DE DIA CON DETERIORO FUNCIONAL O FÍSICO;NÚMERO;180
001220;23103;04;03;HOMBRES ATENDIDOS EN CENTROS ALZHEIMER O DETERIORO COGNITIVO;NÚMERO;100
001220;23103;04;04;MUJERES ATENDIDAS EN CENTROS ALZHEIMER O DETERIORO COGNITIVO;NÚMERO;265
001220;23103;04;05;HOMBRES USUARIOS CENTRO DÍA MAYORES CON DETERIORO FUNCIONAL O FÍSICO;NÚMERO;90
001220;23103;04;06;MUJERES USUARIAS CENTRO DÍA MAYORES CON DETERIORO FUNCIONAL O FÍSICO;NÚMERO;260
001220;23103;05;01;HOMBRES SOLICITANTES DE PLAZA  EN PISOS TUTELADOS;NÚMERO;5
001220;23103;05;02;MUJERES  SOLICITANTES DE PLAZA EN PISOS TUTELADOS;NÚMERO;6
001220;23103;05;03;HOMBRES SOLICITANTES DE PLAZAS PARA MAYORES VÁLIDOS RESIDENCIAS PÚBLICAS DE LA COMUNIDAD;NÚMERO;10
001220;23103;05;04;MUJERES SOLICITANTES DE PLAZAS PARA MAYORES VÁLIDOS RESIDENCIA PÚBLICAS DE LA COMUNIDAD;NÚMERO;20
001220;23103;05;05;HOMBRES BENEFICIARIOS DE AYUDA ECONÓMICAS ALOJAMIENTO ALTERNATIVO;NÚMERO;2
001220;23103;05;06;MUJERES BENEFICIARIAS DE AYUDA ECONÓMICAS ALOJAMIENTO ALTERNATIVO;NÚMERO;2
001220;23103;06;01;INFORMES SOCIALES DE ENTORNO PARA HOMBRES;NÚMERO;300
001220;23103;06;02;INFORMES SOCIALES DE ENTORNO PARA MUJERES;NÚMERO;450
001220;23103;07;01;HOMBRES ATENDIDOS  EN EL PROYECTO DE INCLUSION SOCIAL;NÚMERO;60
001220;23103;07;02;MUJERES ATENDIDAS EN EL PROYECTO DE INCLUSIÓN SOCIAL;NÚMERO;60
001220;23106;01;08;ENTREVISTAS REALIZADAS A MUJERES EN UNID TRABAJO SOCIAL PRIMERA ATENCIÓN;NÚMERO;5500
001220;23106;01;09;GRUPOS INFORMATIVOS DE PRESTACIONES REALIZADOS EN LOS CSS;NÚMERO;60
001220;23106;01;10; OTROS GRUPOS INFORMATIVOS REALIZADOS SOBRE OTROS TEMAS Y AMBITOS;NÚMERO;2
001220;23106;01;07;ENTREVISTAS REALIZADAS A HOMBRES EN UNID TRABAJO SOCIAL PRIMERA ATENCIÓN;NÚMERO;3500
001220;23106;01;06;MUJERES EN CASOS URGENTES ATENDIDAS UNIDADES TRABAJO SOCIAL;NÚMERO;150
001220;23106;01;05;HOMBRES EN CASOS URGENTES ATENDIDOS UNIDADES TRABAJO SOCIAL;NÚMERO;60
001220;23106;01;04;MUJERES ATENDIDAS UNIDADES TRABAJO SOCIAL PRIMERA ATENCIÓN;NÚMERO;4000
001220;23106;01;03;HOMBRES ATENDIDOS UNIDADES TRABAJO SOCIAL PRIMERA ATENCIÓN;NÚMERO;1500
001220;23106;01;02;UNIDADES FAMILIARES EN SEGUIMIENTO EN UNIDADES DE TRABAJO SOCIAL;NÚMERO;11500
001220;23106;01;01;EXPEDIENTES EN SEGUIMIENTO EN UNIDADES DE TRABAJO SOCIAL PRIMERA ATENCION;NÚMERO;6700
001220;23106;02;03;MEDIA DE HORAS MENSUALES DE ATENCIÓN;HORAS/PERSONA;19
001220;23106;02;02;MUJERES CON DISCAPACIDAD ATENDIDAS EN SERVICIO AYUDA A DOMICILIO;NÚMERO;130
001220;23106;02;01;HOMBRES CON DISCAPACIDAD ATENDIDOS EN SERVICIO AYUDA DOMICILIO;NÚMERO;80
001220;23106;03;11;MUJERES TITULARES AYUDAS ECONOMICAS;NÚMERO;180
001220;23106;03;10;HOMBRES TITULARES AYUDAS ECONOMICAS;NÚMERO;100
001220;23106;03;09;MUJERES ATENDIDAS EN PR. DE ACOMPAÑAMIENTO SOCIAL  INDIV;NÚMERO;180
001220;23106;03;08;HOMBRES ATENDIDOS EN PR. DE ACOMPAÑAMIENTO SOCIAL INDIV;NÚMERO;130
001220;23106;03;07;MUJERES PARTICIPANTES EN PROG. DE INCLUSIÓN (GRUPAL);NÚMERO;120
001220;23106;03;06;HOMBRES PERCEPTORES DE RENTA MÍNIMA DE INSERCIÓN;NÚMERO;80
001220;23106;03;05;PROYECTOS DE INTERVENCIÓN  GRUPALES CON PERCEPTORES/AS  RMI;NÚMERO;3
001220;23106;03;04;HOMBRES PARTICIPANTES EN PROG. DE INCLUSIÓN (GRUPAL);NÚMERO;80
001220;23106;03;03;MUJERES PARTICIPANTES EN GRUPOS DE INTERVENCIÓN;NÚMERO;20
001220;23106;03;02;GRUPOS COMPLEMENTARIOS AL SEGUIMIENTO DE LA RMI;NÚMERO;30
001220;23106;03;01;MUJERES PERCEPTORAS DE RENTA MÍNIMA DE INSERCIÓN;NÚMERO;200
001220;23106;04;01;HOMBRES DERIVADOS A SAER OFICINA DE INTERMEDIACIÓN Y OTROS;NÚMERO;50
001220;23106;04;02;MUJERES DERIVADAS A SAER OFICINA DE INTERMEDIACIÓN Y OTROS;NÚMERO;60
001220;23106;04;03;DOMICILIOS SOBRE LOS QUE SE HA REALIZADO ACTUACIÓN RELATIVA A PROCESO DE LANZAMIENTO;NÚMERO;120
001220;23106;05;01;HOMBRES PARTICIPANTES EN PROG. DE INCLUSIÓN (GRUPAL);NÚMERO;70
001220;23106;05;02;MUJERES PARTICIPANTES EN PROG. DE INCLUSIÓN (GRUPAL);NÚMERO;100
001220;23106;05;03;HOMBRES ATENDIDOS EN PR. DE ACOMPAÑAMIENTO SOCIAL INDIV;NÚMERO;120
001220;23106;05;04;MUJERES ATENDIDAS EN PR. DE ACOMPAÑAMIENTO SOCIAL  INDIV;NÚMERO;160
001220;31101;01;02;INSPECCIONES EN MATERIA DE COMERCIO MINORISTA;NÚMERO;250
001220;31101;01;01;INSPECCIONES EN MATERIA DE RESTAURACIÓN COLECTIVA;NÚMERO;350
001220;31101;01;03;AUDITORÍAS DE SISTEMAS DE AUTOCONTROL (PCH Y APPCC);NÚMERO;10
001220;31101;01;04;EFICACIA OPERATIVA INSPECCIONES SEGURIDAD ALIMENTARIA;PORCENTAJE;80
001220;31101;01;05;TOMA DE MUESTRAS DE ALIMENTOS Y BEBIDAS;NÚMERO;40
001220;31101;01;06;EFICACIA OPERATIVA TOMA DE MUESTRAS DE ALIMENTOS Y BEBIDAS;PORCENTAJE;80
001220;31101;01;07;EFICACIA OPERATIVA INSPECCIONES DENUNCIAS BROTES ALERTAS TIP;PORCENTAJE;100
001220;31101;01;08;INFORMES SANITARIOS EN LICENCIAS URBANÍSTICAS Y REGISTROS SANITARIOS;NÚMERO;9
001220;31101;01;09;CONTROL DE LA CORRECCIÓN DE DEFICIENCIAS DETECTADAS EN LOS ESTABLECIMIENTOS;PORCENTAJE;100
001220;31101;02;01;INSPECCIONES EN PISCINAS;NÚMERO;12
001220;31101;02;02;EFICACIA OPERATIVA DE LAS INSPECCIONES EN PISCINAS;PORCENTAJE;80
001220;31101;02;03;TOMA DE MUESTRAS DE AGUA EN PISCINAS;NÚMERO;8
001220;31101;02;04;EFICACIA OPERATIVA TOMA DE MUESTRAS DE AGUAS EN PISCINAS;PORCENTAJE;80
001220;31101;02;05;INSPECCIONES ESCUELAS Y CUIDADO/RECREO INFANTILES Y EN ESTABLECIMIENTOS;NÚMERO;45
001220;31101;02;06;EFICACIA OPERATIVA EN INSPECC. ESCUELAS Y CUIDADO/RECREO INFANTILES;PORCENTAJE;80
001220;31101;02;07;EFICACIA OPERATIVA INSPECCIONES DENUNCIAS Y ALERTAS;PORCENTAJE;100
001220;31101;03;07;INSPECCIONES ESTABLECIMIENTOS;NÚMERO;15
001220;31101;03;06;DENUNCIAS TENENCIA ANIMALES Y PROTECCIÓN ANIMAL E INFORMES PROTECCIÓN ANIMAL Y MOVIMIENTO PECUARIO;NÚMERO;80
001220;31101;03;05;EFICACIA OPERATIVA INSPECCIONES PROTECCIÓN ANIMAL;PORCENTAJE;80
001220;31101;03;04;INSPECCIONES PROTECCIÓN ANIMAL;NÚMERO;15
001220;31101;03;03;LICENCIAS APP SOLICITADAS  POR MUJERES;PORCENTAJE;40
001220;31101;03;02;LICENCIAS APP SOLICITADAS POR HOMBRES;PORCENTAJE;60
001220;31101;03;01;CAMPAÑAS, OBSERVACIONES DOMICILIARIAS Y LICENCIAS ANIMALES POTENCIALMENTE PELIGROSOS TRAMITADAS;NÚMERO;70
001220;31101;04;02;MEDIDAS CAUTELARES Y PROVISIONALES ADOPTADAS;NÚMERO;48
001220;31101;04;03;CONCESIÓN LICENCIAS ANIMALES POT. PELIGROSOS  A HOMBRES;NÚMERO;60
001220;31101;04;04;CONCESIÓN LICENCIAS ANIMALES POT. PELIGROSOS  A MUJERES;NÚMERO;40
001220;31101;04;01;PROPUESTAS INICIO EXPTES SANCIONADOR SALUD PÚBLICA;NÚMERO;55
001220;32301;01;01;ESCUELAS INFANTILES TITULARIDAD MUNICIPAL GESTIÓN INDIRECTA;NÚMERO;5
001220;32301;01;02;REUNIONES CON LAS ESCUELAS INFANTILES MUNICIPALES;NÚMERO;10
001220;32301;01;03;ALUMNOS ESCOLARIZADOS POR ESCUELAS INFANTILES TITULARIDAD MUNICIPAL;NÚMERO;337
001220;32301;01;04;ALUMNAS ESCOLARIZADAS POR ESCUELAS INFANTILES TITULARIDAD MUNICIPAL;NÚMERO;377
001220;32301;02;10;INCIDENCIA OBRAS ELIMINACIÓN BARRERAS ARQUITECTÓNICAS;PORCENTAJE;6
001220;32301;02;09;C. EDUCATIVOS SIN BARRERAS ARQUITECTÓNICAS S/TOTAL COLEGIOS;PORCENTAJE;94
001220;32301;02;08;INCIDENCIA EN OBRAS ADAPTACIÓN A LA NORMATIVA INCENDIOS;PORCENTAJE;5
001220;32301;02;07;C. EDUCATIVOS OBRAS DE ADAPTACIÓN NORMATIVA INCENDIO;NÚMERO;3
001220;32301;02;06;C. EDUCATIVOS INFANTILES ADAPTADOS NORMATIVA INCENDIO;PORCENTAJE;86
001220;32301;02;05;C. EDUCATIVOS ADAPTADOS PARCIALMENTE NORMATIVA INCENDIO;PORCENTAJE;16
001220;32301;02;04;SUPERF. LIBRE DE C. EDUCATIVOS MANTENIMIENTO DISTRITO;M2;63315
001220;32301;02;03;SUPERF. CONSTRUIDA C. EDUCATIVOS MANTENIMIENTO DISTRITO;M2;127307
001220;32301;02;02;CENTROS EDUCATIVOS CON LIMPIEZA A CARGO DEL DISTRITO;NÚMERO;15
001220;32301;02;01;CENTROS EDUCATIVOS CON MANTENIMIENTO A CARGO DEL DISTRITO;NÚMERO;21
001220;32501;01;01;CENTROS EDUCATIVOS REMITENTES DE PROTOCOLOS;NÚMERO;40
001220;32501;01;02;NÚMERO DE COMISIONES DE ABSENTISMO ESCOLAR;NÚMERO;6
001220;32501;01;03;ACTIVIDADES PREVENTIVAS;NÚMERO;600
001220;32501;01;04;ALUMNOS PARTICIPANTES EN LAS ACTIVIDADES PREVENTIVAS;NÚMERO;400
001220;32501;01;05;ALUMNAS PARTICIPANTES EN LAS ACTIVIDADES PREVENTIVAS;NÚMERO;400
001220;32501;01;06;CASOS ACTIVOS CHICOS  SEGUIM. PROGR. PREVENCIÓN ABSENTISMO ESCOLAR;NÚMERO;45
001220;32501;01;07;CASOS ACTIVOS CHICAS SEGUIM. PROGR. PREVENCIÓN ABSENTISMO ESCOLAR;NÚMERO;45
001220;32501;01;08;VISITAS DOMICILIARIAS;NÚMERO;300
001220;32501;01;09;ENTREVISTAS FAMILIARES;NÚMERO;350
001220;32501;01;10;ENTREVISTAS MENORES CHICOS;NÚMERO;100
001220;32501;01;11;ENTREVISTAS MENORES CHICAS;NÚMERO;100
001220;32501;01;12;ACOMPAÑAMIENTO A MENORES CHICOS;NÚMERO;15
001220;32501;01;13;ACOMPAÑAMIENTO A MENORES CHICAS;NÚMERO;15
001220;32501;01;14;COMPARECENCIAS;NÚMERO;20
001220;32501;01;15;REUNIONES CON LOS CENTROS EDUCATIVOS;HORAS;10
001220;32501;01;16;COORDINACIÓN Y REUNIONES CON OTROS RECURSOS DEL DTO.;NÚMERO;180
001220;32501;01;17;COORDINACIÓN Y REUNIONES CON OTROS RECURSOS DEL DTO.;NÚMERO;145
001220;32601;01;11;PARTICIPANTES CHICAS EN ESCUELAS DE VERANO;NÚMERO;440
001220;32601;01;12;PARTICIPANTES CHICOS EN ESCUELAS DE VERANO;NÚMERO;440
001220;32601;01;13;PARTICIPANTES CHICAS EN ESCUELAS DE NAVIDAD;NÚMERO;80
001220;32601;01;14;PARTICIPANTES CHICOS EN ESCUELAS DE NAVIDAD;NÚMERO;80
001220;32601;01;10;PARTICIPANTES CHICOS EN ESCUELAS DE SEMANA SANTA;NÚMERO;80
001220;32601;01;09;PARTICIPANTES CHICAS EN ESCUELAS DE SEMANA SANTA;NÚMERO;80
001220;32601;01;08;ESCOLARES CHICOS PARTICIPANTES EN LAS ACTIV. EXTRAESCOLARES;NÚMERO;750
001220;32601;01;07;ESCOLARES CHICAS PARTICIPANTES EN LAS ACTIV. EXTRAESCOLARES;NÚMERO;750
001220;32601;01;06;ACTIVIDADES EXTRAESCOL. REALIZADAS EN CENTROS EDUCATIVOS;NÚMERO;22
001220;32601;01;05;COLEGIOS DONDE SE HAN REALIZADO ACTIVIDADES EXTRAESCOL.;NÚMERO;14
001220;32601;01;04;ESCOLARES CHICOS PARTICIPANTES EN ACTIVIDADES COMPLEMENTARIAS;NÚMERO;2075
001220;32601;01;03;ESCOLARES CHICAS PARTICIPANTES EN ACTIVIDADES COMPLEMENTARIAS;NÚMERO;2075
001220;32601;01;02;ACTIVIDADES COMPLEMENTARIAS;NÚMERO;3
001220;32601;01;01;CENTROS EDUCATIVOS DONDE SE HAN REALIZADO ACTIV. COMPLEMENTARIAS;NÚMERO;23
001220;33401;01;01;CENTROS CULTURALES MUNICIPALES;NÚMERO;6
001220;33401;01;02;POBLACIÓN DEL DISTRITO POR CENTRO CULTURAL MUNICIPAL;RATIO;26870
001220;33401;01;03;ACTIVIDADES POR CENTRO CULTURAL;RATIO;52
001220;33401;01;04;CESIÓN ESPACIOS Y MEDIOS DE C. CULTURALES MUNICIPALES;HORAS;14375
001220;33401;01;05;EXPOSICIONES;NÚMERO;40
001220;33401;01;06;ASISTENCIA A EXPOSICIONES;NÚMERO;10000
001220;33401;01;07;CONCIERTOS;NÚMERO;90
001220;33401;01;08;ASISTENCIA A CONCIERTOS;NÚMERO;9000
001220;33401;01;09;OBRAS DE TEATRO;NÚMERO;100
001220;33401;01;10;ASISTENCIA A OBRAS DE TEATRO;NÚMERO;7000
001220;33401;01;11;CONFERENCIAS;NÚMERO;7
001220;33401;01;12;ASISTENCIA A CONFERENCIAS;NÚMERO;500
001220;33401;01;13;OTRAS ACTIVIDADES CULTURALES;NÚMERO;70
001220;33401;01;14;PARTICIPANTES EN OTRAS ACTIVIDADES CULTURALES;NÚMERO;10000
001220;33401;01;15;ASISTENCIA POBLACIÓN DISTRITO A ACTIV. CULTURALES;RATIO;227
001220;33401;01;16;SUGERENCIAS Y RECLAMACIONES RELACIONADAS ACT. CULTURALES;NÚMERO;65
001220;33401;01;17;ACTIVIDADES CULTURALES QUE PROMUEVEN LA IGUALDAD DE GENERO;NÚMERO;5
001220;33401;01;18;PARTICIPANTES EN ACTIVIDADES CULTURALES QUE PROMUEVEN LA IGUALDAD DE GENERO;NÚMERO;100
001220;33401;01;19;EXPOSICIONES REALIZADAS POR HOMBRES;NÚMERO;20
001220;33401;01;20;EXPOSICIONES REALIZADAS POR MUJERES;NÚMERO;20
001220;33401;01;21;CONFERENCIAS REALIZADAS POR MUJERES;NÚMERO;3
001220;33401;01;22;CONFERENCIAS REALIZADAS POR HOMBRES;NÚMERO;4
001220;33401;02;09;MEDIA DE MUJERES QUE ASISTEN A CURSOS DE ACTV. SOCIOC. Y RECR.;PORCENTAJE;75
001220;33401;02;08;MEDIA DE HOMBRES QUE ASISTEN A CURSOS DE ACTV. SOCIOC Y RECR.;PORCENTAJE;25
001220;33401;02;07;SUFICIENCIA PLAZAS DE CURSOS DE ACTIVIDADES OFERTADAS;PORCENTAJE;95
001220;33401;02;06;ASISTENCIA POBLACIÓN DEL DTO. CURSOS ACTIV. SOCIOC. Y RECR.;RATIO;11
001220;33401;02;05;MEDIA TRIMESTRAL ASISTENTES CURSO DE ACTIV. SOCIOC. Y RECR.;RATIO;7
001220;33401;02;04;MEDIA TRIMESTRAL ASISTENTES CURSOS DE ACTV. SOCIOC. Y RECR;NÚMERO;1700
001220;33401;02;03;HORAS DE CURSOS ACTIV. SOCIOCULTURALES Y RECREATIVAS;HORAS;18000
001220;33401;02;02;CURSOS ACTIV. SOCIOC. Y RECR. POR CENTRO CULTURAL MUNICIPAL;RATIO;52
001220;33401;02;01;CURSOS DE ACTIVIDADES SOCIOCULTURALES Y RECREATIVAS;NÚMERO;260
001220;33401;03;03;PUNTOS VIOLETAS EN FIESTAS;NÚMERO;2
001220;33401;03;02;FESTEJOS REALIZADOS COLABORACIÓN CON ASOCIAC. VECINALES;NÚMERO;2
001220;33401;03;01;FIESTAS POPULARES CELEBRADAS;NÚMERO;3
001220;34101;01;22;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. ADULTOS HOMBRES;RATIO;4
001220;34101;01;21;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. JÓVENES MUJERES;RATIO;6
001220;34101;01;20;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. JÓVENES HOMBRES;RATIO;4
001220;34101;01;19;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. INFANTILES MUJERES;RATIO;5
001220;34101;01;18;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. INFANTILES HOMBRES;RATIO;5
001220;34101;01;17;MEDIA MENSUAL OCUP.  PLAZAS CLASES ACTIV.DEP. DISCAPACITADOS MUJERES;PORCENTAJE;58
001220;34101;01;16;MEDIA MENSUAL OCUP. PLAZAS CLASES ACTIV. DEP. DISCAPACITADOS HOMBRES;PORCENTAJE;42
001220;34101;01;15;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. MAYORES MUJERES;PORCENTAJE;72
001220;34101;01;14;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. MAYORES HOMBRES;PORCENTAJE;28
001220;34101;01;13;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. ADULTOS MUJERES;PORCENTAJE;65
001220;34101;01;12;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. ADULTOS HOMBRES;PORCENTAJE;35
001220;34101;01;11;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. JÓVENES MUJERES;PORCENTAJE;57
001220;34101;01;10;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. JÓVENES HOMBRES;PORCENTAJE;43
001220;34101;01;09;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. INFANTIL MUJERES;PORCENTAJE;47
001220;34101;01;08;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. INFANTIL HOMBRES;PORCENTAJE;53
001220;34101;01;07;MEDIA MENSUAL PLAZAS OFERTADAS PERSONAS CON DISCAPACIDAD;NÚMERO;16
001220;34101;01;06;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA MAYORES;NÚMERO;189
001220;34101;01;05;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA JOVENES;NÚMERO;105
001220;34101;01;04;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA ADULTOS;NÚMERO;1336
001220;34101;01;03;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA  INFANTIL;NÚMERO;872
001220;34101;01;02;NUEVAS ACTIVIDADES OFERTADAS / TOTAL ACTIVIDADES OFERTADAS;NÚMERO;3
001220;34101;01;01;NUEVAS ACTIVIDADES DEPORTIVAS OFERTADAS;NÚMERO;1
001220;34101;01;36;ENTIDADES DEPOR. FEDERADAS QUE HAN UTILIZADO UNID. DEPORT.;NÚMERO;20
001220;34101;01;35;UNIDADES DEPORTIVAS UTILIZADAS ENTIDADES DEPORT. FEDERADAS;NÚMERO;14
001220;34101;01;34;MEDIA MENSUAL PARTICIPANTES ESC. INFANTILES DEPORTIVAS MUJERES;RATIO;7
001220;34101;01;33;MEDIA MENSUAL PARTICIPANTES ESC. INFANTILES DEPORTIVAS HOMBRES;RATIO;15
001220;34101;01;32;MEDIA MENSUAL OCUP. PLAZAS ESCUELAS PROM. DEP. CENT. ESCOL. MUJERES;PORCENTAJE;45
001220;34101;01;31;MEDIA MENSUAL OCUP. PLAZAS ESCUELAS PROM. DEP. CENT. ESCOL. HOMBRES;PORCENTAJE;55
001220;34101;01;30;MEDIA MENSUAL PLAZAS OFERTADAS ESC. PROM. DEP. CENT. ESCOLARES;NÚMERO;1530
001220;34101;01;29;ESCUELAS PROMOCIÓN DEPORT. REALIZADAS CENTROS ESCOLARES;NÚMERO;38
001220;34101;01;28;HORAS ANUALES DE PROFESORES DE ACTIV. DEPORTIVAS;HORAS;57876
001220;34101;01;27;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEP. DISCAPACITADOS MUJERES;RATIO;1
001220;34101;01;26;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEP. DISCAPACITADOS HOMBRES;RATIO;1
001220;34101;01;25;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. MAYORES MUJERES;RATIO;13
001220;34101;01;24;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. MAYORES HOMBRES;RATIO;8
001220;34101;01;23;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. ADULTOS MUJERES;RATIO;8
001220;34101;02;01;COMPETICIONES Y TORNEOS DP. MPLES. PROMOCIÓN DEPORTE;NÚMERO;3
001220;34101;02;02;EQUIPOS PARTICIPANTES COMPET. Y TORNEOS DEPORT. MPLES.;NÚMERO;200
001220;34101;02;03;PARTICIPANTES COMPETICIONES Y TORNEOS DEP. MUNICIPALES HOMBRES;NÚMERO;3100
001220;34101;02;04;PARTICIPANTES COMPETICIONES Y TORNEOS DEP. MUNICIPALES MUJERES;NÚMERO;900
001220;34101;02;05;PARTICIPANTES COMPETICIONES Y TORNEOS POBL. DISTRITO;RATIO;2
