Programa de financiación;Título;Ce.gestor;Funcional;Económico;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2017/000189;UNIDAD INTEGRAL POLICÍA DISTRITO RETIRO Y CENTRO DE SALUD COMUNITARIO. CONSTRUCCIÓN;1190;93301;62200;3.113.433,00;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;203;RETIRO
2017/000191;PISCINA CUBIERTA C/CEA BERMUDEZ. CONSTRUCCIÓN;1190;93301;62200;2.755.347,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;207;CHAMBERI
2017/000456;ESCUELA INFANTIL PARQUE INGENIEROS. CONSTRUCCIÓN;1190;93301;62200;1.022.886,00;5;EDUCACIÓN;1;ESCUELAS INFANTILES;217;VILLAVERDE
2017/000597;CENTRO DE SERVICIOS SOCIALES EN SAN BLAS, C/POBLADURA DEL VALLE, 13. CONSTRUCCIÓN;1190;93301;62200;2.114.654,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;220;SAN BLAS - CANILLEJAS
2017/001498;UNIDAD INTEGRAL POLICÍA MUNICIPAL HORTALEZA. C/ AREQUIPA, 2. CONSTRUCCIÓN;1190;93301;62200;3.789.280,00;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;216;HORTALEZA
2018/000113;EDIFICIO EN C/ PRAT 59, C/V C/ APEADERO 1. (MARES DE MADRID). CONSTRUCCION;1190;93301;62200;720.267,00;14;SECTORES PRODUCTIVOS;1;PROMOCIÓN ECONÓMICA;219;VICALVARO
2018/001065;CASA DE LA JUVENTUD C/ RÍO ESMERALDA, 15. CONSTRUCCIÓN;1190;93301;62200;1.505.847,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;3;CENTROS JUVENILES;213;PUENTE DE VALLECAS
2018/001090;PARQUE DE BOMBEROS Y EDIFICIO SAMUR C/ SANTERAS, 39. CONSTRUCCIÓN;1190;93301;62200;4.937.883,00;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;219;VICALVARO
2018/001118;CENTRO MAYORES Y SERVICIOS SOCIALES C/CANAL DE PANAMÁ C/V.CANAL MOZAMBIQUE . CONSTRUCCIÓN;1190;93301;62200;200.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;215;CIUDAD LINEAL
2018/006012;ESCUELA INFANTIL C/ RODAS, 20-22. CONSTRUCCIÓN;1190;93301;62200;1.000.000,00;5;EDUCACIÓN;1;ESCUELAS INFANTILES;201;CENTRO
2018/008294;ESCUELA INFANTIL EN CANILLEJAS. CONSTRUCCIÓN (ID: 539);1190;93301;62200;220.000,00;5;EDUCACIÓN;1;ESCUELAS INFANTILES;220;SAN BLAS - CANILLEJAS
2019/000302;CENTRO DE SERVICIOS SOCIALES SAN DIEGO. AMPLIACIÓN;1190;93301;62200;1.854.680,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;213;PUENTE DE VALLECAS
2020/000150;ESTUDIOS Y TRABAJOS TECNICOS. EDIFICIOS DE NUEVA PLANTA;1190;93301;62200;500.000,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2020/000252;CENTRO CULTURAL Y BIBLIOTECA EN MONTECARMELO. CONSTRUCCIÓN;1190;93301;62200;150.000,00;10;CULTURA;3;CENTROS CULTURALES;208;FUENCARRAL-EL PARDO
2020/000253;CENTRO CULTURAL Y BIBLIOTECA EN LAS TABLAS. CONSTRUCCIÓN;1190;93301;62200;150.000,00;10;CULTURA;3;CENTROS CULTURALES;208;FUENCARRAL-EL PARDO
2020/000256;CENTRO DE MAYORES EN EL BARRIO DE MIRASIERRA. CONSTRUCCIÓN;1190;93301;62200;150.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;208;FUENCARRAL-EL PARDO
2020/000257;CENTRO DE ATENCIÓN A LA FAMILIA EN MONTECARMELO. CONSTRUCCIÓN;1190;93301;62200;150.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;208;FUENCARRAL-EL PARDO
2020/000259;CENTRO CULTURAL EN EL PAU DE CARABANCHEL. CONSTRUCCIÓN;1190;93301;62200;150.000,00;10;CULTURA;3;CENTROS CULTURALES;211;CARABANCHEL
2020/000260;EDIFICIO SEDE DEL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;1190;93301;62200;300.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;213;PUENTE DE VALLECAS
2020/000261;INIDAD INTEGRAL DE POLICIA MUNICIPAL Y SAMUR PUENTE DE VALLECAS. CONSTRUCCIÓN;1190;93301;62200;450.000,00;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;213;PUENTE DE VALLECAS
2020/000262;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL VILLA DE VALLECAS. CONSTRUCCIÓN;1190;93301;62200;150.000,00;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;218;VILLA DE VALLECAS
2020/000263;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL CIUDAD LINEAL. CONSTRUCCIÓN;1190;93301;62200;150.000,00;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;215;CIUDAD LINEAL
2020/000264;ESCUELA INFANTIL EN EL CAÑAVERAL. CONSTRUCCIÓN;1190;93301;62200;150.000,00;5;EDUCACIÓN;1;ESCUELAS INFANTILES;219;VICALVARO
2020/000296;BIBLIOTECA EN EL DISTRITO DE MONCLOA. CONSTRUCCIÓN;1190;93301;62200;150.000,00;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;209;MONCLOA-ARAVACA
2020/000297;BIBLIOTECA EN EL DISTRITO DE CARABANCHEL. CONSTRUCCIÓN;1190;93301;62200;150.000,00;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;211;CARABANCHEL
2017/001143;EDIFICIO C/ FRANCISCO LAGUNA, 38. ADECUACIÓN PARA CENTRO PROMOCIÓN ECONOMÍA SOCIAL;1190;93301;63200;5.252,00;14;SECTORES PRODUCTIVOS;1;PROMOCIÓN ECONÓMICA;213;PUENTE DE VALLECAS
2017/004710;CENTRO DEPORTIVO CASA DE CAMPO. SUBSANACIÓN PATOLOGÍAS EN LA PISCINA CLIMATIZADA;1190;93301;63200;23.906,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;209;MONCLOA-ARAVACA
2017/004712;UNIDAD LOGÍSTICA POLICÍA MUNICIPAL, AVENIDA DE VALLADOLID, 6. SUBSANACIÓN DE PATOLOGÍAS;1190;93301;63200;1.621.187,00;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;209;MONCLOA-ARAVACA
2018/005005;CENTRO DEPORTIVO JOSÉ Mª CAGIGAL. SUBSANACIÓN PATOLOGÍAS SALA POLIVALENTE Y EDIFICIO VESTUARIOS;1190;93301;63200;500.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;209;MONCLOA-ARAVACA
2018/005007;CENTRO DEPORTIVO SAN BLAS. SUBSANACIÓN DE PATOLOGÍAS EN PISCINA CUBIERTA;1190;93301;63200;815.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2018/005045;EDIFICIO VALLEHERMOSO, 47 C/V.FERNÁNDEZ DE LOS RÍOS. REHABILITACIÓN PARA CENTRO DE MAYORES;1190;93301;63200;150.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;207;CHAMBERI
2018/005047;CENTRO DEPORTIVO CASA DE CAMPO.SUBSANACIÓN PATOLOGÍAS ENVOLVENTE PISCINA CUBIERTA INVIERNO;1190;93301;63200;600.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;209;MONCLOA-ARAVACA
2018/005049;UNIDAD DE LOGÍSTICA POLICÍA MUNICIPAL AV. VALLADOLID, 6. SUBSANACIÓN DE PATOLOGÍAS NAVE;1190;93301;63200;500.000,00;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;209;MONCLOA-ARAVACA
2018/005057;PALACIO TORRE ARIAS. SUBSANACIÓN DE PATOLOGÍAS Y CONSOLIDACIÓN FORJADOS Y MUROS;1190;93301;63200;1.518.372,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;220;SAN BLAS - CANILLEJAS
2018/005062;CENTRO DEPORTIVO ALUCHE. SUBSANACIÓN PATOLOGÍAS DEL PABELLÓN GRANDE;1190;93301;63200;730.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;210;LATINA
2018/005072;CENTRO DEPORTIVO VICÁLVARO. SUBSANACIÓN DE PATOLOGÍAS EN GALERÍA PISCINA DE VERANO;1190;93301;63200;1.717.108,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;219;VICALVARO
2018/006011;CENTRO DEPORTIVO MUNICIPAL JOSÉ MARÍA CAGIGAL. REHABILITACIÓN;1190;93301;63200;1.354.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;209;MONCLOA-ARAVACA
2018/006115;NUEVA ESCUELA INFANTIL EN EL BARRIO DE PACÍFICO. OBRAS DE REFORMA Y AMPLIACIÓN DE NAVE;1190;93301;63200;200.000,00;5;EDUCACIÓN;1;ESCUELAS INFANTILES;203;RETIRO
2018/006707;CENTRO DEPORTIVO DE SAN BLAS. SUBSANACIÓN DE PATOLOGÍAS EN VESTUARIOS Y ALMACÉN;1190;93301;63200;670.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2019/000501;EDIFICIO CALLE ALBERTO PALACIOS, 13. OBRAS DE MEJORA;1190;93301;63200;49.997,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;217;VILLAVERDE
2019/000585;CASA DE CISNEROS. PLAZA DE LA VILLA, 4. SUBSANACIÓN PATOLOGÍAS EN EL ARTESONADO;1190;93301;63200;164.806,00;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;201;CENTRO
2019/000697;CENTRO DEPORTIVO SAN BLAS. OBRAS ADECUACIÓN PAVIMENTO;1190;93301;63200;405.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2020/000158;OBRAS DE CONSERVACION Y MANTENIMIENTO EN EDIFICIOS MUNICIPALES;1190;93301;63200;3.000.000,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2020/000159;OBRAS DE SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS MUNICIPALES;1190;93301;63200;2.000.000,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2020/000161;ESTUDIOS Y TRABAJOS TECNICOS. REFORMA DE EDIFICIOS;1190;93301;63200;150.000,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2020/000265;CENTRO CULTURAL BUENAVISTA. OBRAS DE AMPLIACIÓN;1190;93301;63200;150.000,00;10;CULTURA;3;CENTROS CULTURALES;204;SALAMANCA
2020/000266;CENTRO DE MAYORES VALLEHERMOSO. ADECUACIÓN PARA SAMUR- PROTECCIÓN CIVIL;1190;93301;63200;150.000,00;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2;SAMUR - PROTECCIÓN CIVIL;207;CHAMBERI
2020/000267;CENTRO DEPORTIVO CASA DE CAMPO. SUBSANACIÓN PATOLOGÍAS LOCALES ANEJO PISCINA INVIERNO;1190;93301;63200;700.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;209;MONCLOA-ARAVACA
2020/000268;CENTRO DEPORTIVO JOSÉ MARÍA CAGIGAL. SUBSANACIÓN PATOLOGÍAS VESTUARIOS Y PABELLÓN;1190;93301;63200;1.900.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;209;MONCLOA-ARAVACA
2020/000276;EDIFICIO C/ FRANCOS RODRIGUEZ, 77.CONSOLIDACION ESTRUCTURAL Y ADAPTACION A NORMATIVA;1190;93301;63200;3.500.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2020/000279;BIBLIOTECA LA CHATA. SUBSANACIÓN DE PATOLOGÍAS;1190;93301;63200;350.000,00;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;211;CARABANCHEL
2020/000281;CENTRO DEPORTIVO PEPU HERNÁNDEZ. SUBSANACIÓN DE PATOLOGIAS FACHADA;1190;93301;63200;350.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2019/000580;REPARACIÓN CALZADAS.PLANES INTEGRALES BARRIO. DISTRITOS DE CARABACHEL, USERA Y VILLAVERDE;1190;15321;61910;465.915,00;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2016/000724;PASARELA PEATONAL ACCESO CERCANÍAS SAN CRISTÓBAL DE LOS ÁNGELES DESDE Bº DE BUTARQUE;1190;15340;60911;950.000,00;7;INFRAESTRUCTURAS;4;CONSTRUCCIÓN PASARELAS PEATONALES;217;VILLAVERDE
2017/000195;EDIFICIO DOTACIONAL C/EDUARDO MORALES, 28. CONSTRUCCIÓN;1190;93301;62200;3.307.423,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;211;CARABANCHEL
2017/000198;ESCUELA DE MÚSICA C/CORREGIDOR DIEGO VALDERRÁBANO. CONSTRUCCIÓN;1190;93301;62200;2.616.326,00;5;EDUCACIÓN;3;ESCUELAS DE MÚSICA;214;MORATALAZ
2017/000317;BIBLIOTECA DE VILLAVERDE. CONSTRUCCIÓN;1190;93301;62200;150.000,00;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;217;VILLAVERDE
2020/000067;ZONAS AJARDINADAS DEL DISTRITO CENTRO. OBRAS DE REMODELACIÓN;1201;17102;61921;150.000,00;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;201;CENTRO
2020/000059;EQUIPAMIENTO CENTRO DE MAYORES Y SERVICIOS SOCIALES DISTRITO CENTRO;1201;23103;63599;15.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;201;CENTRO
2020/000015;OBRAS DE CONSERVACION CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE CENTRO;1201;32301;63200;600.000,00;5;EDUCACIÓN;0;COLEGIOS;201;CENTRO
2020/000016;EQUIPAMIENTO ESCUELAS INFANTILES DISTRITO CENTRO;1201;32301;63599;5.000,00;5;EDUCACIÓN;1;ESCUELAS INFANTILES;201;CENTRO
2020/000017;EQUIPAMIENTO PROGRAMACIÓN CULTURAL DISTRITO CENTRO;1201;33401;62599;10.000,00;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;201;CENTRO
2020/000018;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE CENTRO;1201;34201;63200;48.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;201;CENTRO
2020/000019;OBRAS DE CONSERVACIÓN DE EDIFICIOS DISTRITO CENTRO;1201;93302;63200;105.000,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;201;CENTRO
2020/000114;OBRAS DE CONSERVACION CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE ARGANZUELA;1202;32301;63200;139.461,00;5;EDUCACIÓN;0;COLEGIOS;202;ARGANZUELA
2020/000116;OBRAS CONSERVACION EDIFICIOS SERVICIOS COMPLEMENTARIOS EDUCACION ARGANZUELA;1202;32601;63200;8.900,00;5;EDUCACIÓN;3;ESCUELAS DE MÚSICA;202;ARGANZUELA
2020/000117;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE ARGANZUELA;1202;34201;63200;139.462,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;202;ARGANZUELA
2020/000119;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO ARGANZUELA;1202;92001;62302;500;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;202;ARGANZUELA
2020/000118;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE ARGANZUELA;1202;93302;63200;60.000,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;202;ARGANZUELA
2020/000122;OBRAS DE CONSERVACION CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE SALAMANCA;1204;32301;63200;65.000,00;5;EDUCACIÓN;0;COLEGIOS;204;SALAMANCA
2020/000125;OBRAS DE CONSERVACION INSTALACIONES DEPORTIVAS DISTRITO DE SALAMANCA;1204;34201;63200;90.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;204;SALAMANCA
2019/000368;GIMNASIO MOSCARDÓ. REPOSICIÓN MÁQUINA DESHUMECTADORA PISCINA;1204;34201;63301;500;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;204;SALAMANCA
2020/000127;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE SALAMANCA;1204;93302;63200;115.426,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;204;SALAMANCA
2020/000024;SERVICIOS DE SALUBRIDAD DISTRITO DE CHAMARTÍN. EQUIPOS DE ANÁLISIS Y CONTROL;1205;31101;62302;900;4;SALUD PÚBLICA;0;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;205;CHAMARTIN
2020/000134;PISTA DE PATINAJE LIBRE EN C/COLOMBIA, 59. OBRAS DE ACONDICIONAMIENTO;1205;34201;61999;97.726,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;205;CHAMARTIN
2020/000062;EQUIPAMIENTO CENTRO DEPORTIVO MUNICIPAL PRADILLO;1205;34201;62500;765;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;205;CHAMARTIN
2020/000062;EQUIPAMIENTO CENTRO DEPORTIVO MUNICIPAL PRADILLO;1205;34201;62599;3.010,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;205;CHAMARTIN
2019/000435;RAMPA COMUNICACIÓN CALLE MAURICIO LEGENDRE CON CALLE PABLO LUNA. CONSTRUCCIÓN;1205;15322;61910;110.983,00;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;205;CHAMARTIN
2020/000128;ZONAS AJARDINADAS DEL DISTRITO DE TETUÁN. REMODELACIÓN;1206;17102;61921;20.000,00;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;206;TETUAN
2020/000028;EQUIPAMIENTO CENTROS DE MAYORES DISTRITO DE TETUAN;1206;23103;62599;10.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;206;TETUAN
2020/000132;EQUIPAMIENTO CENTRO DE SERVICIOS SOCIALES VICENTE FERRER;1206;23106;62599;4.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;206;TETUAN
2020/000206;OBRAS DE CONSERVACION CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE TETUAN;1206;32301;63200;100.000,00;5;EDUCACIÓN;0;COLEGIOS;206;TETUAN
2018/005159;LOCALES MERCADO SAN ENRIQUE. REFORMA Y ACONDICIONAMIENTO;1206;93302;63200;1.379.966,00;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;1;PARTICIPACIÓN CIUDADANA;206;TETUAN
2020/000208;OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE TETUAN;1206;93302;63200;67.954,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;206;TETUAN
2018/001108;BARRIOS DE ALMENARA Y VENTILLA. PLAN INTEGRAL DE REMODELACIÓN;1206;17102;61921;1.253,00;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;206;TETUAN
2020/000144;CENTRO DE MAYORES SANTA ENGRACIA. LAVAVAJILLAS;1207;23103;62599;2.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;207;CHAMBERI
2020/000145;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO CHAMBERÍ;1207;92001;62500;5.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;207;CHAMBERI
2020/000111;EQUIPAMIENTO CENTROS DE MAYORES DISTRITO FUENCARRAL-EL PARDO;1208;23103;63599;30.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;208;FUENCARRAL-EL PARDO
2020/000171;EQUIPAMIENTO CENTROS DE SERVICIOS SOCIALES DISTRITO FUENCARRAL-EL PARDO;1208;23106;63599;20.000,00;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;208;FUENCARRAL-EL PARDO
2020/000012;OBRAS DE CONSERVACION CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE FUENCARRAL-EL PARDO;1208;32301;63200;50.000,00;5;EDUCACIÓN;0;COLEGIOS;208;FUENCARRAL-EL PARDO
2020/000054;EQUIPAMIENTO CENTROS CULTURALES DISTRITO FUENCARRAL-EL PARDO;1208;33401;62599;5.000,00;10;CULTURA;3;CENTROS CULTURALES;208;FUENCARRAL-EL PARDO
2020/000054;EQUIPAMIENTO CENTROS CULTURALES DISTRITO FUENCARRAL-EL PARDO;1208;33401;63599;10.000,00;10;CULTURA;3;CENTROS CULTURALES;208;FUENCARRAL-EL PARDO
2020/000124;EQUIPAMIENTO CENTROS DEPORTIVOS MUNICIPALES DEL DISTRITO DE FUENCARRAL-EL PARDO;1208;34201;62300;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2020/000124;EQUIPAMIENTO CENTROS DEPORTIVOS MUNICIPALES DEL DISTRITO DE FUENCARRAL-EL PARDO;1208;34201;62302;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2020/000124;EQUIPAMIENTO CENTROS DEPORTIVOS MUNICIPALES DEL DISTRITO DE FUENCARRAL-EL PARDO;1208;34201;62599;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2017/001286;DEPORTIVO BÁSICO MINGORRUBIO. ACONDICIONAMIENTO DE PISTAS;1208;34201;63200;350.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;208;FUENCARRAL-EL PARDO
2020/000029;OBRAS DE CONSERVACION INSTALACIONES DEPORTIVAS DISTRITO DE FUENCARRAL-EL PARDO;1208;34201;63200;50.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2020/000001;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO FUENCARRAL-EL PARDO;1208;92001;62500;46.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;208;FUENCARRAL-EL PARDO
2020/000061;OBRAS DE CONSERVACION EDIFICIOS DISTRITO FUENCARRAL-EL PARDO;1208;93302;63200;50.000,00;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;208;FUENCARRAL-EL PARDO
2019/000438;PARQUE DE BEGOÑA. ACONDICIONAMIENTO (PLAN INTEGRAL BARRIO DE BEGOÑA);1208;17102;61999;250.000,00;9;MEDIO AMBIENTE;0;PARQUES;208;FUENCARRAL-EL PARDO
2020/000166;PLACAS CONMEMORATIVAS DISTRITO MONCLOA-ARAVACA. INSTALACIÓN;1209;33401;60999;6.000,00;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;209;MONCLOA-ARAVACA
2020/000058;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MONCLOA-ARAVACA;1209;92001;62302;1.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2020/000058;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MONCLOA-ARAVACA;1209;92001;62500;9.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2020/000058;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MONCLOA-ARAVACA;1209;92001;62599;1.500,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2020/000058;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MONCLOA-ARAVACA;1209;92001;63302;400;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2020/000058;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MONCLOA-ARAVACA;1209;92001;63500;1.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2020/000058;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO MONCLOA-ARAVACA;1209;92001;63599;1.000,00;0;INVERSIONES DE CARÁCTER GENERAL;2;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;209;MONCLOA-ARAVACA
2020/000065;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE LATINA;1210;32301;63200;380.000,00;5;EDUCACIÓN;0;COLEGIOS;210;LATINA
