Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real;;
;;508;120;31100;63200;2024/000007;2024/070007;LABORATORIO DE SALUD PÚBLICA, C/EMIGRANTES, 20. OBRAS DE REFORMA;216;HORTALEZA;04;SALUD PÚBLICA;02;HIGIENE;;;;;;;0,00;43987,69;43987,69;0,00;0,00;43987,69;43987,69;0,00;0,00;0,00;;
;;508;120;31100;63200;2024/000007;2024/080007;CENTRO MUNICIPAL DE SALUD COMUNITARIA CIUDAD LINEAL. OBRAS DE REFORMA;215;CIUDAD LINEAL;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;;;;;;;0,00;31063,93;31063,93;0,00;0,00;31063,93;31063,93;0,00;0,00;0,00;;
;;508;120;31100;63200;2024/000007;2024/090007;CENTRO MUNICIPAL DE SALUD COMUNITARIA DE SAN BLAS. OBRAS DE REFORMA;220;SAN BLAS-CANILLEJAS;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;;;;;;;0,00;45768,50;45768,50;0,00;0,00;45768,50;45768,50;0,00;0,00;0,00;;
;;508;120;31100;63200;2024/000007;2024/100007;CENTRO MUNICIPAL DE SALUD COMUNITARIA DE USERA. OBRAS DE REFORMA;212;USERA;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;;;;;;;0,00;45768,50;45768,50;0,00;0,00;45768,50;45768,50;0,00;0,00;0,00;;
;;508;120;31100;63301;2024/000003;2024/000003;INSTALACIONES TECNICAS PARA LOS CENTROS DE MADRID SALUD;998;VARIOS DISTRITOS;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;;;;;;;130000,00;-40173,12;89826,88;89826,88;0,00;0,00;0,00;0,00;0,00;0,00;;
;;508;120;31100;63301;2024/000003;2024/010003;CENTRO DE ATENCIÓN A LAS ADICCIONES (CAD) TETUÁN. INSTALACIONES TÉCNICAS;206;TETUAN;04;SALUD PÚBLICA;03;DROGODEPENDECIAS;;;;;;;0,00;26383,90;26383,90;0,00;0,00;26383,90;26383,90;18073,77;0,00;0,00;;
;;508;120;31100;63301;2024/000003;2024/030003;CENTRO DE ATENCIÓN A LAS ADICCIONES (CAD) DE VILLAVERDE. INSTALACIONES TÉCNICAS;217;VILLAVERDE;04;SALUD PÚBLICA;03;DROGODEPENDECIAS;;;;;;;0,00;6301,74;6301,74;0,00;0,00;6301,74;6301,74;0,00;0,00;0,00;;
;;508;120;31100;63301;2024/000003;2024/050003;CENTRO MUNICIPAL DE SALUD COMUNITARIA TETUÁN. INSTALACIONES TÉCNICAS;206;TETUAN;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;;;;;;;0,00;7487,48;7487,48;0,00;0,00;7487,48;7487,48;0,00;0,00;0,00;;
;;508;120;31100;64001;2024/000437;2024/000437;LICENCIAS DE PLATAFORMAS PARA CINEFORUM EN CENTROS MUNICIPALES DE SALUD COMUNITARIA (CMSCs);998;VARIOS DISTRITOS;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;;;;;;;0,00;6500,00;6500,00;183,80;0,00;6316,20;6316,20;0,00;0,00;0,00;;
;;508;120;31100;64100;2024/000008;2024/000008;APLICACIONES INFORMATICAS MADRID SALUD;999;NO DISTRITALIZABLE;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;;;;;;;80048,00;-41757,10;38290,90;2547,50;0,00;35743,40;35743,40;35743,40;0,00;35743,40;;
;;508;120;31100;64100;2024/000008;2024/010008;LABORATORIO DE ANÁLISIS CLÍNICOS. APLICACIONES INFORMÁTICAS;204;SALAMANCA;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;;;;;;;0,00;41757,10;41757,10;0,00;0,00;41757,10;41757,10;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;508;120;31100;68901;2024/000435;2024/000435;AMPLIACIÓN CENTRO DE REDUCCIÓN PARA PERSONAS CON ADICCIONES (PREFABRICADO MODULAR);999;NO DISTRITALIZABLE;04;SALUD PÚBLICA;03;DROGODEPENDECIAS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;55000,00;55000,00;3971,64;0,00;51028,36;0,00;0,00;0,00;0,00;;
;;001;151;16001;60914;2023/001139;2023/001139;PLAZA DE MANUEL BECERRA. HOMOLOGACIÓN SISTEMA DE DRENAJE DE AGUAS PLUVIALES;204;SALAMANCA;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;162104,00;958,00;163062,00;0,75;0,00;163061,25;163061,25;6561,71;0,00;4597,52;;
;;001;151;16001;60914;2023/001140;2023/001140;RÍO MANZANARES. OBRAS DE DEMOLICIÓN DE ALIVIADEROS EN DESUSO;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;599108,00;0,00;599108,00;599108,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;16001;60914;2024/001005;2024/001005;REDACCIÓN PROYECTOS INGENIERÍA DEL AGUA;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;50000,00;0,00;50000,00;50000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;151;16001;60914;2015/000224;2015/000224;AUMENTO DE LA CAPACIDAD DEL DESAGÜE DEL TRAMO INFERIOR ARROYO DE LOS MIGUELES;219;VICALVARO;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;0,00;4388429,75;4388429,75;4388429,75;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;16001;60916;2022/000215;2022/000215;GLORIETA PLAYA DE SAN LORENZO. ADECUACIÓN INSTALACIÓN HIDRÁULICA ORNAMENTAL;221;BARAJAS;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;301596,00;301596,00;25239,21;0,00;276356,79;276356,79;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/001348;OBRAS EJECUCIÓN DE INSTALACIONES HIDRAULICAS DE FUENTES BEBEDERO EN LA CIUDAD DE MADRID;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;500000,00;-387803,29;112196,71;112196,71;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/011348;FUENTES BEBEDERO EN EL DISTRITO ARGANZUELA. INSTALACIÓN;202;ARGANZUELA;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;31487,60;31487,60;0,00;0,00;31487,60;31487,60;1480,68;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/021348;FUENTES BEBEDERO EN EL DISTRITO CHAMARTÍN. INSTALACIÓN;205;CHAMARTIN;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;19435,10;19435,10;0,00;0,00;19435,10;19435,10;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/031348;FUENTES BEBEDERO EN EL DISTRITO TETUÁN. INSTALACIÓN;206;TETUAN;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;11379,69;11379,69;0,00;0,00;11379,69;11379,69;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/051348;FUENTES BEBEDERO EN EL DISTRITO FUENCARRAL-EL PARDO. INSTALACIÓN;208;FUENCARRAL-EL PARDO;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;53466,34;53466,34;0,00;0,00;53466,34;53466,34;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/061348;FUENTES BEBEDERO EN EL DISTRITO MONCLOA-ARAVACA. INSTALACIÓN;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;15271,03;15271,03;0,00;0,00;15271,03;15271,03;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/071348;FUENTES BEBEDERO EN EL DISTRITO LATINA. INSTALACIÓN;210;LATINA;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;34406,80;34406,80;0,00;0,00;34406,80;34406,80;1077,07;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/081348;FUENTES BEBEDERO EN EL DISTRITO CARABANCHEL. INSTALACIÓN;211;CARABANCHEL;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;26042,60;26042,60;0,00;0,00;26042,60;26042,60;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/091348;FUENTES BEBEDERO EN EL DISTRITO USERA. INSTALACIÓN;212;USERA;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;17023,48;17023,48;0,00;0,00;17023,48;17023,48;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/101348;FUENTES BEBEDERO EN EL DISTRITO PUENTE DE VALLECAS. INSTALACIÓN;213;PUENTE DE VALLECAS;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;44009,82;44009,82;0,00;0,00;44009,82;44009,82;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/111348;FUENTES BEBEDERO EN EL DISTRITO CIUDAD LINEAL. INSTALACIÓN;215;CIUDAD LINEAL;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;22134,03;22134,03;0,00;0,00;22134,03;22134,03;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/121348;FUENTES BEBEDERO EN EL DISTRITO HORTALEZA. INSTALACIÓN;216;HORTALEZA;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;5087,04;5087,04;0,00;0,00;5087,04;5087,04;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/131348;FUENTES BEBEDERO EN EL DISTRITO VILLAVERDE. INSTALACIÓN;217;VILLAVERDE;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;27437,16;27437,16;0,00;0,00;27437,16;27437,16;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/141348;FUENTES BEBEDERO EN EL DISTRITO VILLA DE VALLECAS. INSTALACIÓN;218;VILLA DE VALLECAS;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;24958,07;24958,07;0,00;0,00;24958,07;24958,07;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/151348;FUENTES BEBEDERO EN EL DISTRITO VICÁLVARO. INSTALACIÓN;219;VICALVARO;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;40900,43;40900,43;0,00;0,00;40900,43;40900,43;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/161348;FUENTES BEBEDERO EN EL DISTRITO SAN BLAS-CANILLEJAS. INSTALACIÓN;220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;6720,78;6720,78;0,00;0,00;6720,78;6720,78;0,00;0,00;0,00;;
;;001;151;16001;60916;2023/001348;2023/171348;FUENTES BEBEDERO EN EL DISTRITO BARAJAS. INSTALACIÓN;221;BARAJAS;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;0,00;8043,32;8043,32;0,00;0,00;8043,32;8043,32;0,00;0,00;0,00;;
;;001;151;16001;60916;2024/000225;2024/000225;FUENTES ORNAMENTALES EN LA CIUDAD DE MADRID. INSTALACIÓN;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;02;FUENTES Y ESTANQUES;;;;;;;90000,00;-23977,00;66023,00;66023,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;16001;60999;2024/001005;2024/001005;REDACCIÓN PROYECTOS INGENIERÍA DEL AGUA;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;50000,00;0,00;50000,00;50000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;16001;61999;2019/004321;2019/004321;DEPURADORA DE BUTARQUE CONSOLIDACIÓN DE LOS TERRENOS;217;VILLAVERDE;09;MEDIO AMBIENTE;04;INSTALACIONES PARA LA DEPURACIÓN DEL AGUA;;;;;;;2838288,00;0,00;2838288,00;86623,47;0,00;2751664,53;2751664,53;171779,17;0,00;124448,86;;
;;001;151;16001;61999;2019/004339;2019/004339;RIEGO DE ZONAS VERDES EN SANCHINARRO CON AGUA REGENERADA;216;HORTALEZA;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;336912,00;-239945,00;96967,00;63568,65;0,00;33398,35;33398,35;0,00;0,00;0,00;;
;;001;151;16001;61999;2022/001389;2022/001389;PARQUE DE VALDEBERNARDO. OBRAS DE REHABILITACIÓN INSTALACIONES DE APROVECHAMIENTO AGUAS FREÁTICAS;219;VICALVARO;09;MEDIO AMBIENTE;04;INSTALACIONES PARA LA DEPURACIÓN DEL AGUA;;;;;;;574169,00;0,00;574169,00;1,20;0,00;574167,80;574167,80;570297,00;0,00;536019,25;;
;;001;151;16001;61999;2022/001626;2022/001626;MEJORA RED DE AGUA REGENERADA PARA LAS ZONAS VERDES DEL ESTADIO CÍVITAS METROPOLITANO;220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;223272,00;29735,00;253007,00;2,34;0,00;253004,66;253004,66;210450,54;0,00;210450,54;;
;;001;151;16001;61999;2023/000442;2023/000442;CANTONES DE LIMPIEZA. ACOMETIDAS DE AGUA REGENERADA;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;625882,00;-625880,50;1,50;1,50;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;16001;61999;2023/000442;2023/010442;CANTONES DE LIMPIEZA DEL DISTRITO DE FUENCARRAL-EL PARDO. ACOMETIDAS DE AGUA REGENERADA;208;FUENCARRAL-EL PARDO;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;417253,97;417253,97;0,00;0,00;417253,97;417253,97;50781,35;0,00;50130,15;;
;;001;151;16001;61999;2023/000442;2023/020442;CANTÓN DE LIMPIEZA DEL DISTRITO VILLA DE VALLECAS. ACOMETIDA DE AGUA REGENERADA;218;VILLA DE VALLECAS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;138580,82;138580,82;0,00;0,00;138580,82;138580,82;138580,81;0,00;138580,81;;
;;001;151;16001;61999;2023/000442;2023/030442;CANTÓN DE LIMPIEZA DEL DISTRITO DE CIUDAD LINEAL. ACOMETIDA DE AGUA REGENERADA;215;CIUDAD LINEAL;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;75105,71;75105,71;0,00;0,00;75105,71;75105,71;64330,26;0,00;63861,16;;
;;001;151;16001;61999;2024/000228;2024/000228;MARGEN IZQUIERDA DEL RÍO MANZANARES A LA ALTURA DE LA C/ADELINA PATTI. OBRAS DE REGENERACIÓN;208;FUENCARRAL-EL PARDO;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;140000,00;0,00;140000,00;140000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;16001;61999;2024/001005;2024/001005;REDACCIÓN PROYECTOS INGENIERÍA DEL AGUA;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;50000,00;-47893,74;2106,26;2106,26;0,00;0,00;0,00;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61920;2019/004348;2019/004348;PARQUE OLOF PALME. REHABILITACIÓN;212;USERA;09;MEDIO AMBIENTE;00;PARQUES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;61000,00;-61000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61920;2019/004355;2019/004355;PARQUE AGUSTÍN RODRÍGUEZ SAHAGÚN. REHABILITACIÓN (ID 18: 9888);206;TETUAN;09;MEDIO AMBIENTE;00;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;551289,00;0,00;551289,00;20879,93;0,00;530409,07;530409,07;530378,25;0,00;530378,25;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61920;2021/000347;2021/000347;"PARQUE DE LAS CRUCES, DISTRITO DE CARABANCHEL. REHABILITACIÓN (ID 19: 9283;11756)";211;CARABANCHEL;09;MEDIO AMBIENTE;00;PARQUES;;;17;FONDO REEQUILIBRIO TERRITORIAL;18;PRESUPUESTOS PARTICIPATIVOS;60000,00;-60000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61920;2022/001465;2022/001465;PARQUE DUQUE DE AHUMADA. OBRAS DE REHABILITACIÓN;219;VICALVARO;09;MEDIO AMBIENTE;00;PARQUES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;56000,00;-56000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61920;2022/001466;2022/001466;PARQUE FORESTAL RONDA DEL SUR-SANTA CATALINA. OBRAS DE MEJORA;213;PUENTE DE VALLECAS;09;MEDIO AMBIENTE;00;PARQUES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;39000,00;-39000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61920;2022/001468;2022/001468;PARQUE PUERTO RICO IGLESIA. OBRAS DE REHABILITACIÓN (ID 19: 12151);205;CHAMARTIN;09;MEDIO AMBIENTE;00;PARQUES;;;17;FONDO REEQUILIBRIO TERRITORIAL;18;PRESUPUESTOS PARTICIPATIVOS;489464,00;0,00;489464,00;39494,10;0,00;449969,90;449969,90;449967,91;0,00;449967,91;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61920;2023/003030;2023/003030;ÁREA VERDE EL CAÑAVERAL. ADECUACIÓN ÁREA CANINA Y REVEGETACIÓN (ID 21: 17395);219;VICALVARO;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;390000,00;0,00;390000,00;34902,42;0,00;355097,58;355097,58;132203,88;0,00;80819,54;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61920;2023/003032;2023/003032;ZONA FORESTAL MONTECARMELO: M-607 KM.13-GTA.VENTISQUERO DE LA CONDESA.REHABILITACIÓN (ID 21: 17548);208;FUENCARRAL-EL PARDO;09;MEDIO AMBIENTE;00;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;22000,00;0,00;22000,00;19,03;0,00;21980,97;21980,97;21980,97;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61920;2023/003078;2023/003078;PARQUES ARRIAGA, LOS TILOS Y LA ALMUDENA. ITINERARIOS EN FOMENTO DE LA BIODIVERSIDAD (ID 21: 18475);215;CIUDAD LINEAL;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;18;PRESUPUESTOS PARTICIPATIVOS;178123,00;0,00;178123,00;51143,62;0,00;126979,38;126979,38;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61920;2024/001149;2024/001149;PARQUE DE LAS CRUCES, DISTRITO DE LATINA. REHABILITACIÓN;210;LATINA;09;MEDIO AMBIENTE;00;PARQUES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;45000,00;45000,00;9,42;0,00;44990,58;44990,58;0,00;0,00;0,00;;
;;001;151;17102;61921;2022/001339;2022/001339;ZONA VERDE CALLE LUISA MURIEL. OBRAS DE ACONDICIONAMIENTO;210;LATINA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;582729,00;8413,25;591142,25;38,54;0,00;591103,71;591103,71;20442,84;0,00;3795,08;;
;;001;151;17102;61921;2022/001340;2022/001340;ZONA VERDE ALBATANA, CALLE SANTA SUSANA. OBRAS DE ACONDICIONAMIENTO;216;HORTALEZA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;618247,00;0,00;618247,00;8,71;0,00;618238,29;618238,29;9708,67;0,00;6410,59;;
;;001;151;17102;61921;2022/001345;2022/001345;ZONA VERDE PLAZA LUGAR DE LOS POETAS, ANEXA PARQUE LUISA CARNÉS. OBRAS DE ADECUACIÓN;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;391263,00;0,00;391263,00;24,68;0,00;391238,32;391238,32;128886,89;0,00;100701,94;;
;;001;151;17102;61921;2022/001456;2022/001456;CAMINOS PARA SENDA CICLABLE ENTRE LOS BARRIOS DE SANTA MARÍA Y MANOTERAS. ACONDICIONAMIENTO;216;HORTALEZA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;640230,00;0,00;640230,00;8,19;0,00;640221,81;640221,81;52984,18;0,00;12360,14;;
;;001;151;17102;61921;2022/001457;2022/001457;ZONA VERDE C/ SAN MÁXIMO, 10. OBRAS DE AJARDINAMIENTO Y ADECUACIÓN;212;USERA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;364993,00;6871,71;371864,71;51,52;0,00;371813,19;371813,19;28969,01;0,00;0,00;;
;;001;151;17102;61921;2024/000220;2024/000220;MICRORRESERVAS DE BIODIVERSIDAD,ZONAS VERDES DISTRITOS DE MADRID.SOLUCIONES BASADAS EN LA NATURALEZA;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;50000,00;32000,00;82000,00;82000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;17102;61921;2024/000224;2024/000224;MICRORESERVAS DE BIODIVERSIDAD, ZONAS VERDES CIUDAD DE MADRID. SOLUCIONES BASADAS EN LA NATURALEZA;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;32000,00;-32000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;17102;61921;2024/001068;2024/001068;ZONA VERDE ENTRE LA AVENIDAD DE NIZA Y LA CALLE SUECIA. REHABILITACIÓN;220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;20000,00;20000,00;10,45;0,00;19989,55;19989,55;0,00;0,00;0,00;;
;;001;151;17102;61921;2024/001069;2024/001069;ZONA VERDE JUNTO A M-30 EN AVENIDA DE BURGOS, ENTRE PIO XII Y MANOTERAS. REHABILITACIÓN;205;CHAMARTIN;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;20000,00;20000,00;10,45;0,00;19989,55;19989,55;0,00;0,00;0,00;;
;;001;151;17102;61921;2024/001070;2024/001070;ZONA VERDE EN LA CALLE TRESPADERNE. REHABILITACIÓN;221;BARAJAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;18000,00;18000,00;16,86;0,00;17983,14;17983,14;0,00;0,00;0,00;;
;;001;151;17102;61921;2024/001209;2024/001209;PARCELA EN LA CALLE SINFONÍA CON VUELTA A LA CALLE POEMA SINFÓNICO. ADECUACIÓN DE ÁREA CANINA;210;LATINA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;55270,00;55270,00;302,02;0,00;54967,98;54967,98;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61921;2019/009152;2019/009152;JARDÍN CON ESPECIES DE ECOSISTEMAS MEDITERRÁNEOS ENTRE C/GÉMINIS Y ORIÓN. PLANTACIÓN (ID: 11330);221;BARAJAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;241000,00;241000,00;241000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61921;2023/003023;2023/003023;ZONA VERDE EN EL Bº DE BUTARQUE ENTRE C/HULLA Y HUERTAS DEL RÍO. RECUPERACIÓN (ID 21: 18000);217;VILLAVERDE;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;670000,00;0,00;670000,00;58779,06;0,00;611220,94;611220,94;20315,93;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61921;2023/003031;2023/003031;ZONAS VERDES ENSANCHE DE VALLECAS. CAMINOS, ZONAS ESTANCIALES Y OTRAS MEJORAS(ID 21: 17461);218;VILLA DE VALLECAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;25000,00;0,00;25000,00;41,75;0,00;24958,25;24958,25;24958,25;0,00;24958,25;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61921;2023/003036;2023/003036;ZONA VERDE EN EL BARRIO DE REJAS. OBRAS DE ACONDICIONAMIENTO (ID 21: 17683);220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;20000,00;0,00;20000,00;10,45;0,00;19989,55;19989,55;19989,55;0,00;19989,55;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61921;2023/003038;2023/003038;ZONA VERDE ENTRE EL DEPORTIVO MARÍA VILLOTA Y COLEGIO PÚBLICO EL GRECO.REMODELACIÓN (ID 21: 18078);217;VILLAVERDE;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;670000,00;-160000,00;510000,00;44391,26;0,00;465608,74;465608,74;48690,03;0,00;11979,63;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17102;61921;2023/003040;2023/003040;MURO Y TERRAPLÉN EN ZONA VERDE CALLE MIRASIERRA. REPARACIÓN Y TRATAMIENTO DE TALUD (ID 21:18593);212;USERA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;18000,00;0,00;18000,00;184,54;0,00;17815,46;17815,46;17815,46;0,00;17815,46;;
