CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado
001214;33401;04;03;IMPACTO PUBLICACIONES INFORMAT. Y DIVULGATIVAS POBLACIÓN;RATIO;100
001214;33401;04;02;EJEMPLARES DE PUBLICACIONES DISTRIBUIDOS;NÚMERO;10000
001214;33401;04;01;FOLLETOS PUBLICITARIOS ELABORADOS Y DISTRIBUIDOS;NÚMERO;20
001214;34101;01;01;COMPETICIONES Y TORNEOS DEPORTIVOS MUNICIPALES PROMOCIÓN DEPORTE;NÚMERO;18
001214;34101;01;02;EQUIPOS PARTICIPANTES COMPETICIONES  Y TORNEOS DEPORT. MUNICIPALES.;NÚMERO;680
001214;34101;01;03;PARTICIPANTES HOMBRES COMPETICIONES Y TORNEOS DEPORT. MUNICIPAL;NÚMERO;15500
001214;34101;01;04;PARTICIPANTES COMPETICIONES Y TORNEOS POBLACIÓN DISTRITO;NÚMERO;6600
001214;34101;01;05;ACTIV. NO COMPETITIVAS PARA LA PROMOCIÓN DEL DEPORTE;NÚMERO;17
001214;34101;01;06;PARTICIPANTES HOMBRES ACTIV. NO COMPETITIVAS PROMOCIÓN DEPOR;NÚMERO;395
001214;34101;01;07;PARTICIPANTES MUJERES COMPETICIONES Y TORNEOS DEPORT. MUNICIPAL;NÚMERO;5365
001214;34101;01;08;PARTICIPANTES MUJERES ACTIV. NO COMPETITIVAS PROMOCIÓN DEPOR;NÚMERO;460
001214;34101;01;09;PARTICIPANTES EN ACTIVIDADES NO COMPETITIVAS DE PROMOCIÓN DEPORTIVA;NÚMERO;855
001214;34101;02;01;ESCUELAS PROMOCIÓN DEPORT REALIZADAS CENTROS ESCOLARES;NÚMERO;40
001214;34101;02;02;MEDIA MENSUAL PLAZAS OFERTADAS ESC.PROM.DEP.CENT ESCOLARES;NÚMERO;580
001214;34101;02;03;MEDIA MENSUAL OCUP.PLAZAS ESCUELAS PROM.DEP.CENT.ESCOLARES;NÚMERO;100
001214;34101;02;04;MEDIA MENSUAL DE NIÑOS EN ESCUELAS INFANTILES DEPORTIVAS;NÚMERO;100
001214;34201;01;11;UNIDADES DEPORT. INSTALAC.DEPORT.BÁSICAS  CONTROL ACCESO;NÚMERO;9
001214;34201;01;12;UNIDADES DEPORT.INSTALAC.DEPORT. BÁSICAS SIN CONTROL ACCES;NÚMERO;42
001214;34201;01;13;UNIDADES DEPORTIVAS TOTALES;NÚMERO;110
001214;34201;01;14;NIVEL OCUPACIÓN UNID.DEPORTIV.DE LOS CENTROS DEPORTIVOS;PORCENTAJE;80
001214;34201;01;15;OCUPACIÓN UNID.DEP.INSTAL.DEP.BÁSICAS CON AC. CONTROLADO;RATIO;95
001214;34201;01;16;MEDIA SEMANAL DE HORAS APERTURA EN CENTROS DEPORTIVOS;NÚMERO;185
001214;34201;01;17;RECLAMACIONES Y QUEJAS REFERIDAS A SERV. DEPORT. DEL DTO.;NÚMERO;200
001214;34201;01;18;SUPERFICIE DE INSTALACIONES DEPORTIVAS BÁSICAS DE ACCESO LIBRE;M2;31455
001214;34201;01;19;MEDIA SEMANAL DE HORAS APERTURA INSTALAC DEPORT BASIC ACCESO CONTROLADO;NÚMERO;70
001214;34201;01;06;SUPERFICIE DE CENTROS DEPORTIVOS;M2;209164
001214;34201;01;07;SUPERFICIE INSTALACIONES DEPORTIVAS BÁSICAS DE ACCESO CONTROLADO;M2;31738
001214;34201;01;08;TOTAL SUPERFICIE DE INSTALACIONES DEPORTIVAS;M2;272357
001214;34201;01;09;SUPERFICIE INSTALACIONES DEPORTIVAS POR HABITANTE DISTRITO;RATIO;2032
001214;34201;01;10;UNIDADES DEPORTIVAS DE CENTROS DEPORTIVOS;NÚMERO;59
001214;34201;01;05;INSTALACIONES DEPORTIVAS BÁSICAS SIN CONTROL DE ACCESO;NÚMERO;21
001214;34201;01;04;INSTALACIONES DEPORTIVAS BÁSICAS CON CONTROL DE ACCESO;NÚMERO;2
001214;34201;01;03;CALLES DE LAS PISCINAS CUBIERTAS;NÚMERO;6
001214;34201;01;02;PISCINAS CUBIERTAS;NÚMERO;1
001214;34201;01;01;CENTROS DEPORTIVOS MUNICIPALES;NÚMERO;2
001214;34201;02;42;ESCUELA PÁDEL LILY ÁLVAREZ;NÚMERO;720
001214;34201;02;41;ESCUELA DE BALONCESTO LILY ÁLVAREZ;NÚMERO;500
001214;34201;02;23;MEDIA MENSUAL PLAZAS OFERTADAS PARA EDAD ADULTA;MUJERES;420
001214;34201;02;22;MEDIA MENSUAL PLAZAS OFERTADAS PARA EDAD ADULTA;HOMBRES;630
001214;34201;02;21;MEDIA MENSUAL PLAZAS OFERTADAS PARA JÓVENES;MUJERES;390
001214;34201;02;20;MEDIA MENSUAL PLAZAS OFERTADAS PARA JÓVENES;HOMBRES;450
001214;34201;02;19;MEDIA MENSUAL PLAZAS OFERTADAS PARA INFANTIL;NIÑAS;500
001214;34201;02;18;MEDIA MENSUAL PLAZAS OFERTADAS PARA INFANTIL;NIÑOS;800
001214;34201;02;17;NUEVAS ACTIVIDADES DEPORTIVAS OFERTADAS/TOTAL ACTIVIDADES OFERTADAS;PORCENTAJE;5
001214;34201;02;16;NUEVAS ACTIVIDADES DEPORTIVAS OFERTADAS;NÚMERO;12
001214;34201;02;15;HORAS ANUALES DEL  PROFESORADO DE ACTIV. DEPORTIVAS;HORAS;33200
001214;34201;02;14;MEDIA MENSUAL PARTICIPANTES ACTIV.FÍSICO DEPORT. PERS. DISCAPACIDAD;NÚMERO;8
001214;34201;02;13;MEDIA MENSUAL PARTICIPANTES ACTIV.FÍSICO DEPORT. MAYORES;NÚMERO;460
001214;34201;02;12;MEDIA MENSUAL PARTICIPANTES ACTIV.FÍSICO DEPORT. ADULTOS;NÚMERO;1800
001214;34201;02;11;MEDIA MENSUAL PARTICIPANTES ACTIV.FÍSICO DEPORT. JÓVENES;NÚMERO;73
001214;34201;02;10;MEDIA MENSUAL PARTICIPANTES ACTIV.FÍSICO DEPORT. INFANTILES;NÚMERO;1249
001214;34201;02;09;MEDIA MENSUAL OCUPAC.PLAZAS CLASES ACTIV. PERSONAS CON DISCAPACIDAD;PORCENTAJE;100
001214;34201;02;08;MEDIA MENSUAL OCUPAC.PLAZAS CLASES ACTIV.DEPORT. MAYORES;PORCENTAJE;100
001214;34201;02;07;MEDIA MENSUAL OCUPAC.PLAZAS CLASES ACTIV.DEPORT.ADULTOS;PORCENTAJE;70
001214;34201;02;06;MEDIA MENSUAL OCUPAC.PLAZAS CLASES ACTIV.DEPORT. JÓVENES;PORCENTAJE;60
001214;34201;02;05;MEDIA MENSUAL DE PLAZAS OFERTADAS PERSONAS CON DISCAPACIDAD;NÚMERO;35
001214;34201;02;04;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA MAYORES;NÚMERO;270
001214;34201;02;03;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA JÓVENES;NÚMERO;840
001214;34201;02;02;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA ADULTOS;NÚMERO;1100
001214;34201;02;01;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA INFANTIL;NÚMERO;2100
001214;34201;02;24;MEDIA MENSUAL PLAZAS OFERTADAS PARA MAYORES;HOMBRES;150
001214;34201;02;40;ESCUELA DE VOLEY. LYLI ÁLVAREZ;NÚMERO;250
001214;34201;02;39;ESCUELA DE FÚTBOL LILY ÁLVAREZ Y DEHESA MORATALAZ;NÚMERO;1100
001214;34201;02;38;CAMPAMENTOS URBANOS JULIO;NÚMERO;1100
001214;34201;02;37;TES DE ANTÍGENOS;NÚMERO;208
001214;34201;02;36;SALA SALUD INTEGRAL;NÚMERO;664
001214;34201;02;35;CLASES DE DEFENSA PERSONAL MAYORES;NÚMERO;100
001214;34201;02;34;MEDIA OCUPACIÓN HOMBRES CLASES ABIERTAS;PORCENTAJE;35
001214;34201;02;33;MEDIA OCUPACIÓN MUJERES CLASES ABIERTAS;PORCENTAJE;65
001214;34201;02;32;CLASES ABIERTAS MORATALAZ USOS;NÚMERO;10080
001214;34201;02;31;CLASES ABIERTAS ADULTOS LA ELIPA;NÚMERO;542
001214;34201;02;30;MARCHA NÓRDICA/ADULTO/JÓVENES/MAYORES. MORATALAZ;NÚMERO;600
001214;34201;02;29;MARCHA NÓRDICA/ADULTO/JÓVENES/MAYORES.  LA ELIPA;NÚMERO;400
001214;34201;02;28;MEDIA MENSUAL OCUPAC PLAZAS ACTIV DEPORTIVAS INFANTILES;PORCENTAJE;80
001214;34201;02;27;MEDIA MENSUAL PLAZAS OFERTADAS PERSONAS CON DISCAPACIDAD;MUJERES;5
001214;34201;02;26;MEDIA MENSUAL PLAZAS OFERTADAS PARA PERSONAS CON DIVERSIDAD FUNCIONAL;HOMBRES;5
001214;34201;02;25;MEDIA MENSUAL PLAZAS OFERTADAS PARA MAYORES;MUJERES;120
001214;34201;03;01;SUPERFICIE DE INSTALACIONES DEPORTIVAS A MANTENER;M2;347326
001214;43100;01;03;COMERCIO Y HOSTELERÍA PARTICIPANTES;NÚMERO;300
001214;43100;01;02;REUNIONES A CELEBRAR CON LAS ASOCIACIONES REPRESENTATIVAS;NÚMERO;2
001214;43100;01;01;ACTIVIDADES DE PROMOCIÓN COMERCIAL;NÚMERO;4
001214;49300;01;03;EFICACIA OPERATIVA INSPECCIONES DENUNCIAS ALERTAS.;PORCENTAJE;100
001214;49300;01;02;EFICACIA OPERATIVA INSPECCIONES CONSUMO NO ALIMENTARIO;PORCENTAJE;100
001214;49300;01;01;INSPECCIONES EN MATERIA DE CONSUMO NO ALIMENTARIO;NÚMERO;300
001214;49300;02;01;RECLAMACIONES QUE SON TRAMITADAS PLAZO MÁX. 2 MESES;PORCENTAJE;80
001214;49300;02;02;INFORMACIÓNAL CONSUMIDOR DERIVACIÓN DE SU EXPTE. A OTRO ORGANISMO;PORCENTAJE;100
001214;49300;02;03;MEDIACIÓN CONFLICTOS ENTRE CONSUMIDORES/AS Y EMPRESARIOS/AS Y PROF.;PORCENTAJE;40
001214;49300;02;04;ESTABLECIMIENTOS QUE HAN GESTIONADO HOJAS DE RECLAMACIONES;NÚMERO;30
001214;49300;02;05;INFORMES CONSUMO CON MOTIVO DE TRAMITACIÓN DE EXPTES.;NÚMERO;20
001214;49300;02;06;PERSONAS QUE HAN SIDO INFORMADAS Y/O ASESORADAS EN LA OMIC;NÚMERO;700
001214;49300;02;07;MUJERES QUE HA SIDO INFORMADAS Y/O ASESORADAS EN LA OMIC;PORCENTAJE;50
001214;49300;03;01;PROPUESTAS INICIO EXPTES.SANCIONADOR CONSUMO;NÚMERO;15
001214;91220;01;01;ACTOS EN QUE LAS FUNCIONES DE REPRESENTACIÓN Y PROTOCOLO HAN CONLLEVADO UN DESEMBOLSO ECONÓMICO O UN GASTO;NÚMERO;4
001214;92001;01;01;CONTRATOS TRAMITADOS;NÚMERO;140
001214;92001;01;02;CONTRATOS TRAMITADOS POR CONCURSO O SUBASTA;NÚMERO;20
001214;92001;01;03;CONTRATOS MENORES TRAMITADOS;NÚMERO;120
001214;92001;01;04;TIEMPO MEDIO DE TRAMITACIÓN DE CONTRATOS CONCURSO/SUBASTA;DÍAS;220
001214;92001;01;05;CONSERVACIÓN LOCALES PROPIOS;NÚMERO;8
001214;92001;02;01;LIQUIDACIONES EMITIDAS;NÚMERO;600
001214;92001;02;02;DOCUMENTOS CONTABLES REALIZADOS;NÚMERO;3229
001214;92001;03;01;PROPUESTAS DE ACUERDO ELEVADAS A LA JUNTA DE GOBIERNO;NÚMERO;8
001214;92001;03;02;PROPUESTAS DE DECRETO ELEVADAS AL CONCEJAL;NÚMERO;2000
001214;92001;03;03;PROPUESTAS DE RESOLUCIÓN ELEVADAS AL COORDINADOR;NÚMERO;1400
001214;92001;03;04;ASUNTOS ELEVADOS A LA JMD POR EL  CONSEJO DE PROXIMIDAD;NÚMERO;8
001214;92001;03;05;PROPUESTAS DE ACUERDO ELEVADAS A LA JUNTA DE DISTRITO;NÚMERO;6
001214;92001;04;01;LICENCIAS URBANÍSTICAS SOLICITADAS;NÚMERO;185
001214;92001;04;02;LICENCIAS URBANÍSTICAS RESUELTAS;NÚMERO;135
001214;92001;04;03;AUTORIZACIONES DE OCUPACIÓN DEL DOMINIO PÚBLICO SOLICITADAS;NÚMERO;250
001214;92001;04;04;AUTORIZACIONES DE OCUPACIÓN DEL COMINIO PÚBLICO RESUELTAS;NÚMERO;240
001214;92001;04;05;TIEMPO MEDIO EN LA TRAMITACIÓN DE LICENCIAS;SEMANAS;25
001214;92001;04;06;DECLARACIONES RESPONSABLES PRESENTADAS;NÚMERO;500
001214;92001;04;07;DECLARACIONES RESPONSABLES VERIFICADAS Y COMPROBADAS;NÚMERO;450
001214;92001;04;08;TIEMPO MEDIO DE TRAMITACIÓN DE DECLARACIONES RESPONSABLES;SEMANAS;12
001214;92001;05;01;INSPECCIONES URBANÍSTICAS REALIZADAS;NÚMERO;150
001214;92001;05;02;RELACIÓN INSPEC.URBANÍSTICAS OFICIO/SOLICITADAS POR CIUDADANOS;PORCENTAJE;50
001214;92001;05;03;EXPEDIENTES SANCIONADORES RESUELTOS;NÚMERO;120
001214;92001;05;04;EXPEDIENTES DE DISCIPLINA URBANÍSTICA INICIADOS;NÚMERO;300
001214;92401;01;01;CONVOCATORIAS PLENO JUNTA DIFUNDIDAS ASOCIACIONES DISTRITO;NÚMERO;13
001214;92401;01;02;ASISTENCIA MEDIA VECINAL A PLENOS DE LA JUNTA MUNICIPAL;NÚMERO;8
001214;92401;01;03;PARTICIPACIÓN VECINAL EN LOS PLENOS DE LA JUNTA MUNICIPAL;NÚMERO;1
001214;92401;01;04;CONVOCATORIAS CONSEJO DE PROXIMIDAD DE MORATALAZ;NÚMERO;4
001214;92401;01;05;MUJERES ASISTENTES A LOS CONSEJOS DE PROXIMIDAD;NÚMERO;2
001214;92401;01;06;HOMBRES ASISTENTES A LOS CONSEJOS DE PROXIMIDAD;NÚMERO;6
001214;92401;01;07;ASISTENCIA MEDIA A LAS MESAS DE LOS CONSEJOS DE PROXIMIDAD;NÚMERO;5
001214;92401;02;01;ASOCIACIONES Y ENTIDADES SUBVENCIONADAS;NÚMERO;15
001214;92401;02;02;TALLERES INFORMATIVOS DE SUBVENCIONES;NÚMERO;2
001214;92401;02;03;SUBVENCIONES SOLICITADAS ASOCIACIONES;NÚMERO;25
001214;92401;02;04;ASOC.INSCRITAS REGISTRO ENTIDADES CIUDADANAS CON DOMICILIO;NÚMERO;84
001214;92401;02;05;SUBVENCIONES CONCEDIDAS ASOCIACIONES;NÚMERO;21
001214;92401;02;06;SUBVENCIONES CONCEDIDAS /SUBVENCIONES SOLICITADAS;PORCENTAJE;70
001214;92401;03;04;ASOCIACIONES QUE PARTICIPAN EN HUERTOS COMUNITARIOS;NÚMERO;2
001214;92401;03;03;USUARIAS QUE ACUDEN A LAS SALAS DE ENSAYO;NÚMERO;49
001214;92401;03;02;USUARIOS QUE ACUDEN A LAS SALAS DE ENSAYO;NÚMERO;80
001214;92401;03;01;GRUPOS QUE UTILIZAN LAS SALAS DE ENSAYO;NÚMERO;30
001214;92401;04;01;NÚMERO TOTAL DE ACTUACIONES DEL PLAN;NÚMERO;3
001214;92401;04;02;ACCIONES EJECUTADAS POR CADA PLAN;NÚMERO;7
001214;92401;04;03;ENTIDADES PARTICIPANTES EN EL PLAN;NÚMERO;4
001214;93302;01;01;EDIFICIOS CON MANTENIMIENTO A CARGO DEL DISTRITO;NÚMERO;12
001214;93302;01;02;SUPERFICIE CONSTRUIDA EDIF. MANTENIMIENTO A CARGO DEL DISTRITO;M2;29759
001214;93302;01;03;SUPERFICIE LIBRE EDIF. MANTENIMIENTO A CARGO DEL DISTRITO;M2;4279
001214;93302;01;04;INSTALACIONES ELEVACIÓN Y ELECTROMECÁNICAS MTO. CARGO DISTRITO.;NÚMERO;18
001214;93302;02;01;PLANES DE AUTOPROTECCIÓN IMPLANTADOS;NÚMERO;10
001214;93302;02;02;EDIF. PLANES AUTOPR. IMPLANTADOS SOBRE TOTAL EDIFICIOS;PORCENTAJE;100
001214;93302;03;01;NUEVOS EDIFICIOS A CONSTRUIR EN EL DISTRITO;NÚMERO;2
001214;93302;04;01;NÚMERO DE USUARIOS QUE ACUDEN AL CENTRO;NÚMERO;500
001214;93302;04;02;NÚMERO DE EDIFICIOS EN QUE PRESTAN SERVICIO;NÚMERO;3
001215;15322;01;01;OBRAS REALIZADAS EN VÍAS PÚBLICAS CON CARGO A PARTICULARES;NÚMERO;4
001215;15322;02;01;OBRAS REALIZADAS EN LAS VÍAS PÚBLICAS;NÚMERO;2
001215;17102;01;01;ZONAS VERDES DISTRITO CON INCIDENCIA DE OBRAS DE REMODELACION;NÚMERO;1
001215;23102;01;01;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA ESCUELAS INFANTILES;NÚMERO;15
001215;23102;01;02;BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA ESCUELAS INFANTILES;NÚMERO;15
001215;23102;01;03;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA COMEDOR ESCOLAR;NÚMERO;10
001215;23102;01;04;BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA COMEDOR ESCOLAR;NÚMERO;26
001215;23102;01;05;MENORES NIÑOS ATENDIDOS EN CENTROS DE DÍA;NÚMERO;124
001215;23102;01;06;MENORES NIÑAS ATENDIDAS EN CENTROS DE DÍA;NÚMERO;125
001215;23102;01;07;USUARIOS DE AYUDA A DOMICILIO PARA MENORES Y FAMILIA;NÚMERO;40
001215;23102;01;08;USUARIAS DE AYUDA A DOMICILIO PARA MENORES Y FAMILIA;NÚMERO;34
001215;23102;01;09;HORAS MENSUALES DE AYUDA A DOMICILIO POR DOMICILIO;RATIO;19
001215;23102;01;10;ESCUELAS DE PADRES;NÚMERO;2
001215;23102;01;11;HORAS DE ESCUELA DE PADRES;NÚMERO;16
001215;23102;01;12;PARTICIPANTES HOMBRES EN ESCUELA DE PADRES;NÚMERO;4
001215;23102;01;13;PARTICIPANTES MUJERES EN ESCUELA DE PADRES;NÚMERO;50
001215;23102;01;14;MENORES NIÑOS INCLUIDOS EN CONVENI COMEDOR CM (GUAY);NÚMERO;555
001215;23102;01;15;MENORES NIÑAS INCLUIDOS EN CONVENI COMEDOR CM (GUAY);NÚMERO;732
001215;23102;01;16;PARTICIPANTES NIÑOS EN CAMPAMENTOS URBANOS;NÚMERO;165
001215;23102;01;17;PARTICIPANTES NIÑAS EN CAMPAMENTOS URBANOS;NÚMERO;190
001215;23102;02;01;FAMILIAS DERIVADAS A CENTROS DE ATENCIÓN A LA INFANCIA;NÚMERO;60
001215;23102;02;02;REUNIONES COMISIÓN ABSENTISMO ESCOLAR;NÚMERO;10
001215;23102;02;03;NIÑOS MENORES VALORADOS EN EQUIPOS DE TRABAJO DE MENORES Y FAMILIA;NÚMERO;215
001215;23102;02;04;NIÑAS MENORES VALORADAS EN EQUIPOS DE TRABAJO DE MENORES Y FAMILIA;NÚMERO;200
001215;23102;02;05;REUNIONES EQUIPOS TÉCNICOS DE MENORES Y FAMILIAS;NÚMERO;30
001215;23102;02;06;REUNIONES EQUIPOS TECNICOS DE MENORES Y FAMILIAS CAF;NÚMERO;9
001215;23102;02;07;REUNIONES DEL CONSEJO LOCAL DE LA INFANCIA;NÚMERO;2
001215;23102;02;08;MENORES NIÑOS Y ADOLESCENTES NIÑOS PROGRAMA ASPA;NÚMERO;127
001215;23102;02;09;MENORES NIÑAS Y ADOLESCENTES NIÑAS PROGRAMA ASPA;NÚMERO;160
001215;23102;02;10;MENORES NIÑOS Y ADOLESCENTES NIÑOS ATENDIDOS SERVICIO DE EDUCACION SOCIAL;NÚMERO;205
001215;23102;02;11;MENORES NIÑAS Y ADOLESCENTES NIÑAS ATENDIDAS SERVICIO DE EDUCACION SOCIAL;NÚMERO;385
001215;23102;02;12;FAMILIAS ATENDIDAS SERVICIO DE EDUCACION SOCIAL;NÚMERO;197
001215;23102;03;01;PROYECTOS E INICIATIVAS DISTRITALES PARA LA PROMOCIÓN DE LA IGUALDAD Y LA ATENCIÓN SOCIAL A MUJERES;NÚMERO;5
001215;23102;03;02;MUJERES PARTICIPANTES EN PROYEC. E INICIATIVAS DISTRITALES PARA LA PREVENCIÓN RELACIONADA CON PROMOCIÓN DE LA IGUALDAD;NÚMERO;250
001215;23102;03;03;HOMBRES PARTICIPANTES EN PROYECTOS E INICIATIVAS DISTRITALES PARA LA PREVENCIÓN RELACIONADA CON LA PROMOCIÓN DE LA IGUAL;NÚMERO;75
001215;23102;04;01;USUARIOS ATENDIDOS EN EL SERVICIO DE EDUCACION DE ADULTOS;NÚMERO;20
001215;23102;04;02;USUARIAS ATENDIDAS EN EL SERVICIO DE EDUCACION DE ADULTOS;NÚMERO;15
001215;23103;01;01;HOMBRES MAYORES USUARIOS DEL SERVICIO DE AYUDA A DOMICILIO;NÚMERO;1850
001215;23103;01;02;MUJERES MAYORES USUARIAS DEL SERVICIO DE AYUDA A DOMICILIO;NÚMERO;5300
001215;23103;01;03;ÍNDICE DE ATENCIÓN DOMICILIARIA A MAYORES DE 80 AÑOS;PORCENTAJE;80
001215;23103;01;04;SOLICITUDES DE PRESTACIÓN SERVICIO DE AYUDA A DOMICILIO PARA HOMBRES MAYORES;NÚMERO;800
001215;23103;01;05;SOLICITUDES DE PRESTACIÓN SERVICIO DE AYUDA A DOMICILIO PARA MUJERES MAYORES;NÚMERO;1300
001215;23103;01;06;HORAS MENSUALES AYUDA DOMICILIO PARA MAYORES POR DOMICILIO;HORAS;25
001215;23103;01;07;HOMBRES USUARIOS SERVICIO DE COMIDA A DOMICILIO;NÚMERO;160
001215;23103;01;08;MUJERES USUARIAS SERVICIO DE COMIDA A DOMICILIO;NÚMERO;250
001215;23103;01;09;HOMBRES MAYORES USUARIOS SERVICIO LAVANDERÍA A DOMICILIO;NÚMERO;12
001215;23103;01;10;MUJERES MAYORES USUARIAS SERVICIO LAVANDERÍA A DOMICILIO;NÚMERO;12
001215;23103;01;11;HOMBRES MAYORES USUARIOS DEL SERVICIO DE TELEASISTENCIA;NÚMERO;3300
001215;23103;01;12;MUJERES MAYORES USUARIAS DEL SERVICIO DE TELEASISTENCIA;NÚMERO;9000
001215;23103;01;13;BENEFICIARIOS HOMBRES DE AYUDAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;3
001215;23103;01;14;BENEFICIARIAS MUJERES DE AYUDAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;1
001215;23103;01;15;HOMBRES MAYORES ATENDIDOS EN FISIOTERAPIA PREVENTIVA;NÚMERO;16
001215;23103;01;16;MUJERES MAYORES ATENDIDAS EN FISIOTERAPIA PREVENTIVA;NÚMERO;98
001215;23103;01;17;HOMBRES MAYORES ATENDIDOS EN PODOLOGIA;NÚMERO;1614
001215;23103;01;18;MUJERES MAYORES ATENDIDAS EN PODOLOGIA;NÚMERO;3515
001215;23103;01;19;HOMBRES MAYORES ATENDIDOS EN EL SERVICIO DE PREVENCION DEL RIESGO;NÚMERO;15
001215;23103;01;20;MUJERES MAYORES ATENDIDAS EN EL SERVICIO DE PREVENCIÓN DEL RIESGO;NÚMERO;15
001215;23103;01;21;ELABORACION INFORMES DE ENTORNO Y PECEF HOMBRES;NÚMERO;300
001215;23103;01;22;ELABORACION INFORMES DE ENTORNO Y PECEF MUJERES;NÚMERO;530
001215;23103;02;12;VOLUNTARIAS MUJERES EN LOS CENTROS DE MAYORES;NÚMERO;98
001215;23103;02;11;VOLUNTARIOS HOMBRES EN LOS CENTROS DE MAYORES;NÚMERO;108
001215;23103;02;10;PARTICIPANTES MUJERES EN EXCURSIONES Y VISITAS SOCIOCULTURALES;NÚMERO;1150
001215;23103;02;09;PARTICIPANTES HOMBRES EN EXCURSIONES Y VISITAS SOCIOCULTURALES;NÚMERO;400
001215;23103;02;08;EXCURSIONES Y VISITAS SOCIOCULTURALES REALIZADAS;NÚMERO;70
001215;23103;02;07;PARTICIPANTES MUJERES EN TALLERES;NÚMERO;6500
001215;23103;02;06;PARTICIPANTES HOMBRES EN TALLERES;NÚMERO;1700
001215;23103;02;05;TALLERES DE ACTIVIDADES OFERTADOS;HORAS;534
001215;23103;02;04;GRADO DE UTILIZACIÓN DE LOS CENTROS DE MAYORES;PORCENTAJE;90
001215;23103;02;03;SOCIAS MUJERES DE LOS CENTROS DE MAYORES;NÚMERO;18000
001215;23103;02;02;SOCIOS HOMBRES DE LOS CENTROS DE MAYORES;NÚMERO;10500
001215;23103;02;01;CENTROS DE MAYORES DEL DISTRITO;NÚMERO;8
001215;23103;03;01;PARTICIPANTES HOMBRES EN LOS GRUPOS 'CUIDAR A QUIENES CUIDAN';NÚMERO;8
001215;23103;03;02;PARTICIPANTES MUJERES EN LOS GRUPOS 'CUIDAR A QUIENES CUIDAN';NÚMERO;30
001215;23103;03;03;SESIONES GRUPALES DE LOS GRUPOS 'CUIDAR A QUIENES CUIDAN';HORAS;40
001215;23103;03;04;USUARIOS HOMBRES DEL PROGRAMA 'RESPIRO FAMILIAR' LOS FINES DE SEMANA;NÚMERO;10
001215;23103;03;05;USUARIAS MUJERES DEL PROGRAMA 'RESPIRO FAMILIAR' LOS FINES DE SEMANA;NÚMERO;37
001215;23103;04;01;USUARIOS HOMBRES DE PLAZAS EN CENTROS DE ALZHEIMER O DETERIORO COGNITIVO;NÚMERO;87
001215;23103;04;02;USUARIAS MUJERES DE PLAZAS EN CENTROS DE ALZHEIMER O DETERIORO COGNITIVO;NÚMERO;138
001215;23103;04;03;USUARIAS MUJERES DE CENTROS DE DÍA DE MAYORES CON DETERIORO FUNCIONAL O FÍSICO;NÚMERO;103
001215;23103;04;04;USUARIOS HOMBRES DE CENTROS DE DÍA DE MAYORES CON DETERIORO FUNCIONAL O FÍSICO;NÚMERO;50
001215;23103;05;01;PLAZAS SOLICITADAS HOMBRES EN PISOS TUTELADOS;NÚMERO;15
001215;23103;05;02;PLAZAS SOLICITADAS MUJERES EN PISOS TUTELADOS;NÚMERO;10
001215;23103;05;03;BENEFICIARIOS HOMBRES DE AYUDAS ECONÓMICAS PARA ALOJAMIENTOS ALTERNATIVOS;NÚMERO;5
001215;23103;05;04;BENEFICIARIAS MUJERES DE AYUDAS ECONÓMICAS PARA ALOJAMIENTOS ALTERNATIVOS;NÚMERO;5
001215;23103;05;05;PLAZAS SOLICITADAS EN RESIDENCIA DE AUTONOMOS HOMBRES;NÚMERO;9
001215;23103;05;06;PLAZAS SOLICITADAS EN RESIDENCIA DE AUTONOMOS MUJERES;NÚMERO;9
001215;23103;05;07;PLAZAS SOLICITADAS EN RESIDENCIA DE EMERGENCIA HOMBRES;NÚMERO;7
001215;23103;05;08;PLAZAS SOLICITADAS EN RESIDENCIA DE EMERGENCIA MUJERES;NÚMERO;6
001215;23103;05;09;PLAZAS SOLICITADAS EN RESIDENCIA TEMPORAL HOMBRES;NÚMERO;10
001215;23103;05;10;PLAZAS SOLICITADAS EN RESIDENCIA TEMPORAL MUJERES;NÚMERO;21
001215;23103;05;11;PLAZAS SOLICITADAS EN RESIDENCIA MUNICIPAL CON DETERIORO FISICO HOMBRES;NÚMERO;78
001215;23103;05;12;PLAZAS SOLICITADAS EN RESIDENCIA MUNICIPAL CON DETERIORO FISICO MUJERES;NÚMERO;78
001215;23103;05;13;PLAZAS SOLICITADAS EN RESIDENCIA MUNICIPAL CON DETERIORO COGNITIVO HOMBRES;NÚMERO;54
001215;23103;05;14;PLAZAS SOLICITADAS EN RESIDENCIA MUNICIPAL CON DETERIORO COGNITIVO MUJERES;NÚMERO;65
001215;23106;01;01;HOMBRES ATENDIDOS UNIDADES DE TRABAJO SOCIAL PRIMERA ATENCIÓN;NÚMERO;2400
