CeGe;Prog. Finan.;Objetivo;Hipertexto Objetivo;
001217;92001;02;MEJORAR LA GESTIÓN ECONÓMICA OPTIMIZANDO LA RECAUDACIÓN DE LOS INGRESOS  RELATIVOS A LA COMPETENCIA DEL DISTRITO Y LA TRAMITACIÓN DE LOS  EXPEDIENTES DE GASTO.;
001217;92001;03;AGILIZAR Y MEJORAR LA ASISTENCIA JURÍDICA, TANTO A LOS ÓRGANOS  UNIPERSONALES Y COLEGIADOS DEL DISTRITO COMO A LAS UNIDADES  ADMINISTRATIVAS DEPENDIENTES DEL MISMO, MEDIANTE LA REALIZACIÓN DE  INFORMES JURÍDICOS Y LA PREPARACIÓN DE ASUNTOS QUE SE ELEVEN A  APROBACIÓN;
001217;92001;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES DE LICENCIAS URBANÍSTICAS Y DE  OCUPACIÓN DEL DOMINIO PÚBLICO LOCAL.;
001217;92001;05;AUMENTAR EL CONTROL DE LA LEGALIDAD VIGENTE EN MATERIA DE COMPETENCIA DE  LOS ÓRGANOS DEL DISTRITO, MEDIANTE LA REALIZACIÓN DE INSPECCIONES Y LA  TRAMITACIÓN DE LOS CORRESPONDIENTES EXPEDIENTES SANCIONADORES;
001217;92001;06;FACILITAR AL CIUDADANO SU RELACIÓN CON LA ADMINISTRACIÓN MEDIANTE LA  INFORMACIÓN, ATENCIÓN Y LA GESTIÓN DE SUGERENCIAS Y RECLAMACIONES;
001217;92401;01;POTENCIAR LA PARTICIPACIÓN DE LOS VECINOS/AS DEL DISTRITO A TRAVÉS DE  LOS CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA ESTABLECIDOS EN EL  REGLAMENTO ORGÁNICO DE PARTICIPACIÓN CIUDADANA DEL AYUNTAMIENTO DE  MADRID;
001217;92401;02;FOMENTAR EL ASOCIACIONISMO Y LA REALIZACIÓN  DE PROYECTOS PARA EL  DESARROLLO SOCIAL DEL DISTRITO.;
001217;93302;01;CONSERVAR LOS EDIFICIOS MUNICIPALES DEL DISTRITO Y SUS INSTALACIONES EN  CONDICIONES IDÓNEAS PARA SU USO MEDIANTE LA REALIZACIÓN DE LAS  CORRESPONDIENTES ACCIONES DE MANTENIMIENTO.;
001217;93302;02;GARANTIZAR LA SEGURIDAD DE LOS EDIFICIOS PÚBLICOS Y MEJORAR SU  ACCESIBILIDAD MEDIANTE LAS CORRESPONDIENTES OBRAS DE REFORMA.;
001218;15322;01;GESTIONAR EFICAZMENTE LAS ACTUACIONES MUNICIPALES EN LAS VÍAS PÚBLICAS QUE HAN SIDO DELEGADAS EN LOS DISTRITOS.;
001218;23102;01;APOYAR A LAS FAMILIAS DEL DISTRITO EN LA CRIANZA Y EDUCACIÓN DE SUS HIJOS/ HIJAS MEDIANTE PRESTACIONES DE CARÁCTER SOCIAL, ECONÓMICO Y EDUCATIVO QUE PROMUEVAN EL DESARROLLO INTEGRAL DE LOS MENORES Y FAVOREZCAN LA CONCILIACIÓN DE LA VIDA FAMILIAR Y LABORAL;
001218;23102;02;ATENDER  A  FAMILIAS  Y MENORES EN SITUACIÓN DE RIESGO SOCIAL  MEDIANTE PROGRAMAS DE INTERVENCIÓN PSICOSOCIAL.;
001218;23102;03;ACERCAR  LOS  RECURSOS  SOCIALES  A LAS FAMILIAS DEL DISTRITO RESIDENTES  EN CAÑADA REAL GALIANA Y LAS ACTIVIDADES SOCIOEDUCATIVAS A LOS NIÑOS Y NIÑAS.;
001218;23103;01;GARANTIZAR LA ATENCIÓN DE LAS NECESIDADES DE LA POBLACIÓN MAYOR DEL  DISTRITO EN SU PROPIO ENTORNO SOCIAL.;
001218;23103;02;POTENCIAR LA PARTICIPACIÓN DEL MAYOR EN LA VIDA SOCIAL Y PREVENIR SU  DETERIORO FÍSICO-PSÍQUICO MEDIANTE LA REALIZACIÓN DE ACTIVIDADES DE OCIO Y UTILIZACIÓN DE TIEMPO LIBRE SALUDABLE;
001218;23103;03;ATENDER  A  LOS  MAYORES  DEL  DISTRITO  CON  DEMENCIA  O  CON DETERIORO  FUNCIONAL RELACIONAL O COGNITIVO MEDIANTE LA UTILIZACIÓN DE LOS CENTROS DE DÍA MUNICIPALES;
001218;23103;04;FAVORECER ALTERNATIVAS DE CONVIVENCIA PARA LAS PERSONAS QUE NO PUEDEN  PERMANECER EN SU DOMICILIO MEDIANTE LA GESTIÓN DE SOLICITUDES PARA ALOJAMIENTOS ALTERNATIVOS;
001218;23106;01;GARANTIZAR LA ATENCIÓN SOCIAL DE LA CIUDADANIA EN EL SISTEMA PÚBLICO DE  SERVICIOS SOCIALES.;
001218;23106;02;APOYAR  LA  INTEGRACIÓN  SOCIAL  DE  LAS  PERSONAS  DISCAPACITADAS Y SUS  FAMILIARES PROPORCIONÁNDOLES LOS RECURSOS Y PRESTACIONES NECESARIAS;
001218;23106;03;PREVENIR SITUACIONES DE EXCLUSIÓN SOCIAL EXTREMA MEDIANTE  PRESTACIONES ECONÓMICAS Y PROYECTOS DE INSERCIÓN SOCIOLABORAL;
001218;23106;04;PREVENIR LA MARGINACIÓN EN FAMILIAS CON GRAVES CARENCIAS MEDIANTE ACOMPAÑAMIENTO EN LA BÚSQUEDA DE ALTERNATIVAS E INTERVENCIÓN SOCIAL;
001218;23106;05;PROMOVER LA CONVIVENCIA PACÍFICA EN LOS DIFERENTES BARRIOS DEL DISTRITO CON MAYOR PRESENCIA DE CONFLICTOS INTERCULTURALES E INTERGENERACIONALES;
001218;31101;01;MEJORAR LA SEGURIDAD ALIMENTARIA EN EL DISTRITO MEDIANTE INSPECCIONES  PERIÓDICAS Y PROGRAMADAS ASÍ COMO EL CONTROL OFICIAL DE ALIMENTOS DE MANERA QUE SE GARANTICEN LAS CONDICIONES HIGIÉNICO-SANITARIAS EN LOS ESTABLECIMIENTOS DONDE SE ELABORAN, CONSUMEN O VENDEN COMIDAS Y BEBIDAS.;
001218;31101;02;MEJORAR EL CONTROL  DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO-SANITARIAS  DE LOS  ESTABLECIMIENTOS CON INCIDENCIA  DIRECTA SOBRE LA SALUD PÚBLICA (PELUQUERÍAS, ESTABLECIMIENTOS DE PIERCING Y TATUAJE, CENTROS DE CUIDADO Y RECREO INFANTIL, PISCINAS);
001218;31101;03;ASEGURAR LA PROTECCIÓN DE LA SALUD DE LAS PERSONAS Y ANIMALES MEJORANDO EL CONTROL EN MATERIA DE SANIDAD Y BIENESTAR ANIMAL.;
001218;31101;04;GARANTIZAR LOS DERECHOS DE LA CIUDADANIA FRENTE A LA ACTUACIÓN DEL DEPARTAMENTO MEDIANTE LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SALUD PÚBLICA CONFORME A LA NORMATIVA DE APLICACIÓN.;
001218;32301;01;GARANTIZAR LAS CONDICIONES DE USO DE LOS  CENTROS EDUCATIVOS MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE LIMPIEZA, MANTENIMIENTO, CONSERVACIÓN Y REFORMA DE LOS MISMOS;
001218;32301;02;FACILITAR EL ACCESO AL SISTEMA EDUCATIVO A LOS Y LAS MENORES DE TRES AÑOS MEDIANTE LAS ESCUELAS INFANTILES DE TITULARIDAD DEL AYUNTAMIENTO DE MADRID;
001218;32301;03;GARANTIZAR Y SUPERVISAR EL ACCESO A LAS ESCUELAS INFANTILES DE TITULARIDAD DEL AYUNTAMIENTO DE MADRID Y DE LOS CENTROS EDUCATIVOS MEDIANTE LA REPRESENTACIÓN MUNICIPAL EN SENDOS SERVICIOS DE APOYO A LA ESCOLARIZACIÓN.;
001218;32301;04;INFORMAR, ORIENTAR Y ASESORAR A LA CIUDADANIA EN MATERIA Y RECURSOS EDUCATIVOS DEL DISTRITO;
001218;32501;01;PREVENIR Y REDUCIR EL ABSENTISMO ESCOLAR MEDIANTE LA COORDINACIÓN Y  GESTIÓN DEL PROGRAMA DE PREVENCIÓN Y CONTROL DEL ABSENTISMO ESCOLAR;
001218;32501;02;DESARROLLAR ACTUACIONES DEL DISTRITO PARA PREVENIR Y REDUCIR EL  ABSENTISMO MEDIANTE LA MEJORA DE LA CONVIVENCIA EN EL ENTORNO ESCOLAR.;
001218;32501;03;PROPORCIONAR RECURSOS FORMATIVOS DE APOYO AL PROFESORADO Y  A LAS  FAMILIAS PARA AYUDARLES A SUPERAR SITUACIONES DE NECESIDAD Y RIESGO  SOCIAL DEL ALUMNADO DE LOS CENTROS EDUCATIVOS PÚBLICOS.;
001218;32601;01;FOMENTAR EL DESARROLLO INTEGRAL DE LA POBLACIÓN ESCOLAR DEL DISTRITO MEDIANTE ACTIVIDADES COEDUCATIVAS, COMPLEMENTARIAS Y EXTRAESCOLARES;
001218;32601;02;FOMENTAR LA PARTICIPACIÓN INFANTIL Y JUVENIL EN EL DISTRITO.;
001218;32601;03;PROMOVER LA PARTICIPACIÓN Y EL DESARROLLO DE LA CREATIVIDAD MEDIANTE EL FOMENTO DE ACTIVIDADES ARTISTICAS  Y LA REALIZACIÓN DE CERTÁMENES Y CONCURSOS ESCOLARES.;
001218;32601;04;ANALIZAR Y PROFUNDIZAR EN LAS NECESIDADES EDUCATIVAS DEL DISTRITO.;
001218;33401;01;FOMENTAR Y PROMOCIONAR LA CULTURA EN EL DISTRITO MEDIANTE LA  ORGANIZACIÓN DE REPRESENTACIONES CULTURALES.;
001218;33401;02;SATISFACER LAS NECESIDADES DE EXPRESIÓN Y EL DESARROLLO DE CAPACIDADES  DE LOS VECINOS Y VECINAS DEL DISTRITO MEDIANTE UNA OFERTA VARIADA DE  ACTIVIDADES CULTURALES SOCIOCULTURALES Y RECREATIVAS;
001218;33401;03;FOMENTAR LA CULTURA TRADICIONAL MEDIANTE LA CELEBRACIÓN DE FIESTAS  POPULARES.;
001218;33401;04;CONSEGUIR UNA MAYOR PARTICIPACIÓN DE LOS VECINOS Y VECINAS EN LAS  ACTIVIDADES CULTURALES PROGRAMADAS POR LOS SERVICIOS CULTURALES;
001218;34101;01;PROMOCIONAR LOS DEPORTES ENTRE LA VECINDAD DEL DISTRITO MEDIANTE LA ORGANIZACIÓN DE COMPETICIONES Y TORNEOS DEPORTIVOS MUNICIPALES Y OTRAS ACTIVIDADES DE PROMOCIÓN NO COMPETITIVAS;
001218;34101;02;FOMENTAR  LA PRÁCTICA DEL DEPORTE EN LA POBLACIÓN ESCOLAR DEL DISTRITO A TRAVÉS DE LAS ESCUELAS DE PROMOCIÓN DEPORTIVA EN CENTROS ESCOLARES;
001218;34201;01;PONER A DISPOSICIÓN DE LA CIUDADANIA UNA DIVERSIDAD DE INSTALACIONES DEPORTIVAS QUE FOMENTEN LA ACTIVIDAD FÍSICA Y LA PRÁCTICA DE DEPORTES;
001218;34201;02;FOMENTAR Y FACILITAR LA PRÁCTICA DEL DEPORTE ADECUANDO LA OFERTA DE LAS  ACTIVIDADES DEPORTIVAS PROGRAMADAS A LAS DIFERENTES NECESIDADES Y  DEMANDAS DE LOS VECINOS Y VECINAS DEL DISTRITO;
001218;34201;03;MEJORAR LAS INSTALACIONES DEPORTIVAS MEDIANTE LAS CORRESPONDIENTES ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO.;
001218;49300;01;ASEGURAR Y GARANTIZAR LA CALIDAD DE LOS SERVICIOS PRESTADOS EN MATERIA DE CONSUMO NO ALIMENTARIO EN ESTABLECIMIENTOS DEL DISTRITO CON INCIDENCIA EN LA PROTECCIÓN DE LA POBLACION CONSUMIDORA MEDIANTE EL DESARROLLO DE INSPECCIONES Y CAMPAÑAS;
001218;49300;02;GARANTIZAR LOS DERECHOS DEL COLECTIVO DE CONSUMIDORES MEDIANTE LA INFORMACIÓN, EL ASESORAMIENTO Y GESTIÓN DE RECLAMACIONES Y DENUNCIAS POR PARTE DE LA OFICINA MUNICPAL DE INFORMACIÓN AL CONSUMIDOR (OMIC);
001218;49300;03;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE COMERCIO Y CONSUMO.;
001218;91220;01;ATENDER GASTOS DE REPRESENTACIÓN, RELACIONES Y PROTOCOLO DERIVADOS DE  LAS FUNCIONES PROPIAS DE LA CONCEJALÍA;
001218;92001;01;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS COMPETENCIA DEL DISTRITO, APORTANDO LOS MEDIOS NECESARIOS PARA EL DESARROLLO DE SUS FUNCIONES MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE CONTRATACIÓN.;
001218;92001;02;MEJORAR LA GESTIÓN ECONÓMICA OPTIMIZANDO LA RECAUDACIÓN DE LOS INGRESOS RELATIVOS A LA COMPETENCIA DEL DISTRITO Y LA TRAMITACIÓN DE LOS EXPEDIENTES DE GASTO;
001218;92001;03;AGILIZAR Y MEJORAR LA ASISTENCIA JURÍDICA Y TÉCNICA, TANTO A LOS ÓRGANOS  UNIPERSONALES Y COLEGIADOS DEL DISTRITO COMO A LAS UNIDADES  ADMINISTRATIVAS DEPENDIENTES, MEDIANTE LA REALIZACIÓN DE INFORMES  JURÍDICOS Y LA PREPARACIÓN DE ASUNTOS QUE SE ELEVEN A APROBACIÓN;
001218;92001;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES DE CONCESIÓN DE LICENCIAS  URBANÍSTICAS Y DE OCUPACIÓN DEL DOMINIO PÚBLICO LOCAL.;
001218;92001;05;AUMENTAR EL CONTROL DE LA LEGALIDAD VIGENTE EN MATERIA DE COMPETENCIA DE LOS ÓRGANOS DEL DISTRITO, MEDIANTE LA REALIZACIÓN DE INSPECCIONES Y LA TRAMITACIÓN DE LOS CORRESPONDIENTES EXPEDIENTES SANCIONADORES.;
001218;92001;06;FACILITAR A LA CIUDADANÍA SU RELACIÓN CON LA ADMINISTRACIÓN MEDIANTE LA   INFORMACIÓN Y LA ATENCIÓN, EL REGISTRO DE DOCUMENTOS Y LA GESTIÓN DE SUGERENCIAS Y RECLAMACIONES.;
001218;92401;01;POTENCIAR LA PARTICIPACIÓN DE LOS VECINOS Y VECINAS DEL DISTRITO A TRAVÉS DE LOS CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA ESTABLECIDOS EN EL REGLAMENTO ORGÁNICO DE PARTICIPACIÓN CIUDADANA DEL AYUNTAMIENTO DE MADRID;
001218;92401;02;FOMENTAR EL ASOCIACIONISMO Y LA REALIZACIÓN DE PROYECTOS PARA EL DESARROLLO SOCIAL DEL DISTRITO;
001218;93302;01;CONSERVAR LOS EDIFICIOS MUNICIPALES DEL DISTRITO Y SUS INSTALACIONES EN CONDICIONES IDÓNEAS PARA SU USO MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE LIMPIEZA Y MANTENIMIENTO;
001218;93302;02;GARANTIZAR LA SEGURIDAD DE LOS CIUDADANOS Y CIUDADANAS  Y USUARIOS Y USUARIAS DE LOS EDIFICIOS PÚBLICOS Y MEJORAR LA ACCESIBILIDAD A LOS MISMOS MISMOS MEDIANTE LAS CORRESPONDIENTES OBRAS DE REFORMA;
001219;23102;01;APOYAR A LAS FAMILIAS DEL DISTRITO EN LA CRIANZA Y EDUCACIÓN DE SUS HIJOS MEDIANTE PRESTACIONES DE CARÁCTER SOCIAL Y EDUCATIVO QUE PROMUEVAN EL DESARROLLO INTEGRAL DE LOS MENORES Y FAVOREZCAN LA CONCILIACIÓN DE LA VIDA FAMILIAR Y LABORAL.;
001219;23102;02;ATENDER A FAMILIAS Y MENORES EN SITUACIÓN DE RIESGO SOCIAL MEDIANTE PROGRAMAS DE INTERVENCIÓN PSICOSOCIAL.;
001219;23102;03;ATENDER LAS NECESIDADES DE LA POBLACIÓN INFANTIL Y JUVENIL  EN SITUACIÓN DE VULNERABILIDAD SOCIAL DE LA ZONA DE LA CAÑADA.;
001219;23102;04;DESARROLLAR UN  PROYECTO DE INSERCIÓN SOCIO LABORAL DIRIGIDO A JÓVENES EN SITUACIÓN DE DIFICULTAD SOCIAL EN EL DISTRITO CON PERSPECTIVA DE GÉNERO;
001219;23102;05;POTENCIAR ACCIONES QUE MEJOREN LA CONVIVENCIA VECINAL EN LAS ZONAS DE REALOJO;
001219;23102;06;ATENDER LAS NECESIDADES DE ALOJAMIENTOS PRODUCIDAS POR SITUACIONES DE EMERGENCIA SOCIAL;
001219;23103;01;GARANTIZAR LA ATENCIÓN DE LAS NECESIDADES DE LA POBLACIÓN MAYOR DEL DISTRITO EN SU PROPIO ENTORNO SOCIAL.;
001219;23103;02;POTENCIAR LA PARTICIPACIÓN DEL MAYOR EN LA VIDA SOCIAL Y PREVENIR SU DETERIORO FÍSICO-PSÍQUICO MEDIANTE LA REALIZACIÓN DE ACTIVIDADES DE OCIO Y UTILIZACIÓN DEL TIEMPO LIBRE SALUDABLE.;
001219;23103;03;APOYO A LAS FAMILIAS CUIDADORAS PARA PREVENIR SITUACIONES DE RIESGO PARA LOS MAYORES;
001219;23103;04;ATENDER A MAYORES DEL DISTRITO CON DEMENCIA O CON DETERIORO FUNCIONAL, RELACIONAL O COGNITIVO MEDIANTE LA UTILIZACIÓN DE LOS CENTROS DE DIA MUNICIPALES.;
001219;23106;01;GARANTIZAR LA ATENCIÓN SOCIAL DE LA CIUDADANÍA EN EL SISTEMA PÚBLICO DE SERVICIOS SOCIALES.;
001219;23106;02;APOYAR LA INTEGRACIÓN SOCIAL DE LAS PERSONAS DISCAPACITADAS Y SUS FAMILIARES PROPORCIONÁNDOLES LOS RECURSOS Y PRESTACIONES NECESARIAS.;
001219;23106;03;PREVENIR SITUACIONES DE EXCLUSIÓN SOCIAL EXTREMA MEDIANTE PRESTACIONES ECONÓMICAS Y PROYECTOS DE INSERCIÓN SOCIOLABORAL;
001219;23106;04;ATENDER LAS NECESIDADES DE LAS PERSONAS SIN HOGAR O CON PROBLEMAS DE ALOJAMIENTO MEDIANTE LA INTERVENCIÓN SOCIAL Y LAS AYUDAS ECONÓMICAS QUE FAVOREZCAN SU INTEGRACIÓN SOCIAL.;
001219;23106;05;FAVORECER LA INSERCIÓN SOCIAL DE LAS PERSONAS RESIDENTES EN LA CAÑADA MEJORANDO COMPETENCIAS Y HABILIDADES;
001219;23168;01;Atender las necesidades básicas de familias en situación de vulnerabilidad, para su inclusión social y acceso al mercado de trabajo, mediante la gestión de prestaciones económicas.;
001219;31101;01;MEJORAR LA SEGURIDAD ALIMENTARIA EN EL DISTRITO MEDIANTE INSPECCIONES PERIÓDICAS Y PROGRAMADAS ASÍ COMO EL CONTROL OFICIAL DE ALIMENTOS DE MANERA QUE SE GARANTICEN LAS CONDICIONES HIGIÉNICO-SANITARIAS EN LOS ESTABLECIMIENTOS DONDE SE ELABORAN, CONSUMEN O VENDEN COMIDAS Y BEBIDAS;
001219;31101;02;MEJORAR EL CONTROL  DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO-SANITARIAS DE LOS  ESTABLECIMIENTOS CON INCIDENCIA  DIRECTA  SOBRE  LA SALUD PÚBLICA  (PELUQUERÍAS, ESTALECIMIENTOS DE PIERCING  Y TATUAJE, CENTROS DE CIUDADO  Y RECREO  INFANTIL, PISCINAS.;
001219;31101;03;MEJORAR EL CONTROL EN MATERIA DE SANIDAD Y PROTECCIÓN ANIMAL;
001219;31101;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SALUD PÚBLICA Y COMERCIO;
001219;32301;01;FACILITAR EL ACCESO AL SISTEMA EDUCATIVO A MENORES DE TRES AÑOS MEDIANTE LAS ESCUELAS INFANTILES DE TITULARIDAD MUNICIPAL;
001219;32301;02;COLABORAR CON LA COMUNIDAD EDUCATIVA EN EL PROCESO DE ADMISIÓN DEL ALUMNADO EN LOS CENTROS EDUCATIVOS MEDIANTE LA REPRESENTACIÓN MUNICIPAL EN LOS SERVICIOS DE APOYO A LA ESCOLARIDAD (SAE).;
001219;32301;03;INFORMAR, ORIENTAR Y ASESORAR A LA COMUNIDAD EDUCATIVA DEL DISTRITO.;
001219;32301;04;MANTENIMIENTO DE LOS CENTROS DOCENTES DEL DISTRITO Y DE SUS INSTALACIONES.;
001219;32301;05;EJECUTAR OBRAS DE CONSERVACIÓN Y REFORMA EN LOS CENTROS DOCENTES DEL DISTRITO;
001219;32601;01;FOMENTAR EL DESARROLLO INTEGRAL DE LA POBLACIÓN ESCOLAR DEL DISTRITO MEDIANTE ACTIVIDADES EDUCATIVAS, COMPLEMENTARIAS Y EXTRAESCOLARES;
001219;32601;02;FOMENTAR LA FORMACIÓN DE PERSONAS ADULTAS EN EL DISTRITO;
001219;33401;01;GARANTIZAR EL ACCESO A LA CULTURA, EL OCIO Y EL TIEMPO LIBRE DE LA CIUDADANÍA DEL DISTRITO DE VICÁLVARO, MEDIANTE LA ORGANIZACIÓN DE ACTIVIDADES Y EVENTOS CULTURALES EN LOS DISTINTOS ESPACIOS DISPONIBLES EN EL DISTRITO, TANTO EN RECINTOS CERRADOS COMO AL AIRE LIBRE, TENIENDO EN CUENTA LA INCLUSIÓN DE LA PERSPECTIVA DE GÉNERO.;
001219;33401;02;SATISFACER LAS NECESIDADES DE EXPRESIÓN Y EL DESARROLLO DE CAPACIDADES DE LOS VECINOS/AS DEL DISTRITO MEDIANTE UNA OFERTA VARIADA DE TALLERES EN CENTROS CULTURALES.;
001219;33401;03;FOMENTAR LA CULTURA TRADICIONAL MEDIANTE LA CELEBRACIÓN DE FIESTAS POPULARES Y EVENTOS DE GRAN AUDIENCIA AL AIRE LIBRE.;
001219;33401;04;CONSEGUIR UNA MAYOR PARTICIPACIÓN DE LOS VECINOS/AS EN LAS ACTIVIDADES CULTURALES PROGRAMADAS POR LOS SERVICIOS CULTURALES DEL DISTRITO MEDIANTE EL ANÁLISIS DE LA DEMANDA Y LA DIFUSIÓN DE LA OFERTA;
001219;34101;01;FOMENTAR LA ACTIVIDAD FÍSICA Y DEPORTIVA Y EL OCIO SALUDABLE ENTRE LA POBLACIÓN DEL DISTRITO A TRAVÉS DE LOS JUEGOS Y TORNEOS MUNICIPALES  Y OTRAS ACTIVIDADES DE PROMOCIÓN.;
001219;34201;01;GARANTIZAR EL FUNCIONAMIENTO DE LOS CENTROS DEPORTIVOS MUNICIPALES Y LAS INSTALACIONES DEPORTIVAS BÁSICAS, ASÍ COMO EL SUMINISTRO DE MATERIALES Y RECURSOS NECESARIOS PARA SU DESARROLLO.;
001219;34201;02;MANTENIMIENTO DE LOS CENTROS DEPORTIVOS Y LAS IDB DEL DISTRITO.;
001219;34201;03;EJECUTAR OBRAS DE CONSERVACIÓN, CONSTRUCCION Y MEJORA DE LOS CENTROS DEPORTIVOS E IDB DEL DISTRITO;
001219;49300;01;ASEGURAR Y GARANTIZAR LA CALIDAD DE LOS SERVICIOS PRESTADOS EN MATERIA DE CONSUMO NO ALIMENTARIO EN ESTABLECIMIENTOS DEL DISTRITO CON INCIDENCIA EN LA PROTECCIÓN DEL CONSUMIDOR MEDIANTE EL DESARROLLO DE INSPECCIONES Y CAMPAÑAS.;
001219;49300;02;GARANTIZAR LOS DERECHOS DE LOS CONSUMIDORES Y CONSUMIDORAS MEDIANTE LA INFORMACIÓN, EL ASESORAMIENTO Y GESTIÓN DE RECLAMACIONES Y DENUNCIAS POR PARTE DE LA OFICINA MUNICIPAL DE INFORMACIÓN  AL CONSUMIDOR (OMIC).;
001219;49300;03;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE CONSUMO.;
001219;91220;01;GARANTIZAR LAS ATENCIONES PROTOCOLARIAS DEL DISTRITO PARA ATENDER LAS FUNCIONES PROPIAS DE LA CONCEJALÍA QUE LE SON ATRIBUIDAS POR LA NORMATIVA VIGENTE;
001219;92001;01;MEJORAR LOS SERVICIOS PRESTADOS A LA CIUDADANIA MEDIANTE LA GESTIÓN DE UN SISTEMA INTEGRADO DE SUGERENCIAS Y RECLAMACIONES;
001219;92001;02;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS COMPETENCIA DEL DISTRITO, APORTANDO LOS MEDIOS NECESARIOS PARA EL DESARROLLO DE LAS FUNCIONES DE LA MISMA MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE CONTRATACIÓN.;
001219;92001;03;AUMENTAR EL CONTROL DE LA LEGALIDAD VIGENTE EN MATERIA DE COMPETENCIA DE LOS ÓRGANOS DEL DISTRITO, MEDIANTE LA REALIZACIÓN DE INSPECCIONES Y LA TRAMITACIÓN DE LOS CORRESPONDIENTES EXPEDIENTES SANCIONADORES.;
001219;92001;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES DE CONCESIÓN DE LICENCIAS URBANÍSTICAS Y DE OCUPACIÓN DEL DOMINIO PÚBLICO LOCAL.;
001219;92001;05;AGILIZAR Y MEJORAR LA ASISTENCIA JURÍDICA Y TÉCNICA, TANTO A LOS ÓRGANOS UNIPERSONALES Y COLEGIADOS DEL DISTRITO, COMO A LAS UNIDADES ADMINISTRATIVAS DEPENDIENTES DE ÉL, MEDIANTE LA REALIZACIÓN DE INFORMES JURÍDICOS Y LA PREPARACIÓN DE ASUNTOS QUE SE ELEVEN A APROBACIÓN.;
001219;92001;06;REDACCIÓN DE PROYECTOS Y TRABAJOS DE COORDINACIÓN DE SEGURIDAD Y SALUD EN OBRAS;
001219;92401;01;POTENCIAR LA PARTICIPACIÓN DE LOS/AS VECINOS/AS DEL DISTRITO A TRAVÉS DE LOS CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA (CONSEJO DE PROXIMIDAD) Y SESIONES DE JUNTA MUNICIPAL.;
001219;92401;02;FOMENTAR EL ASOCIACIONISMO Y LA REALIZACIÓN DE PROYECTOS PARA EL DESARROLLO SOCIAL Y LOCAL;
001219;92401;03;PROMOVER EL ACCESO A LA PARTICIPACIÓN LO MÁS AMPLIO Y EQUITATIVO POSIBLE LLEGANDO A LOS COLECTIVOS Y ENTIDADES CON SITUACIONES PARTICULARES QUE DIFICULTEN O IMPIDAN SU PARTICIPACIÓN EN LA VIDA LOCAL.;
001219;93302;01;MANTENIMIENTO DE LOS EDIFICIOS MUNICIPALES DEL DISTRITO.;
001219;93302;02;EJECUTAR OBRAS DE CONSERVACION, REFORMA Y REPARACION EN LOS EDIFICIOS MUNICIPALES DEL DISTRITO;
001220;15322;01;GESTIONAR EFICAZMENTE LAS ACTUACIONES MUNICIPALES EN LAS VÍAS PÚBLICAS QUE HAN SIDO DELEGADAS EN LOS DISTRITOS.;
001220;23102;01;APOYAR A LAS FAMILIAS DEL DISTRITO EN LA ATENCIÓN Y EDUCACIÓN DE SUS HIJOS E HIJAS MEDIANTE PRESTACIONES DE CARÁCTER SOCIAL Y EDUCATIVO QUE PROMUEVAN EL DESARROLLO INTEGRAL DE LOS MENORES Y FAVOREZCAN LA CONCILIACIÓN DE LA VIDA FAMILIAR Y LABORAL;
001220;23102;02;ATENDER A FAMILIAS Y MENORES EN SITUACIÓN DE RIESGO SOCIAL Y/O EN RIESGO DE  DESPROTECCIÓN;
001220;23103;01;GARANTIZAR LA ATENCIÓN DE LAS NECESIDADES DE LA POBLACIÓN MAYOR DEL DISTRITO EN SU PROPIO ENTORNO SOCIAL.;
001220;23103;02;POTENCIAR LA PARTICIPACIÓN DE LAS PERSONAS MAYORES EN LA VIDA SOCIAL Y PREVENIR SU DETERIORO FÍSICO-PSÍQUICO MEDIANTE LA REALIZACIÓN DE ACTIVIDADES DE OCIO Y UTILIZACIÓN DEL TIEMPO LIBRE SALUDABLE.;
001220;23103;03;APOYO A LAS FAMILIAS CUIDADORAS PARA PREVENIR SITUACIONES DE RIESGO EN LOS MAYORES.;
